Entry,Organism (ID),Protein families,Length,Fragment,Source tissues,Toxic dose,PTM Keywords,PTM Summary,Signal peptide,Propeptide,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Mature_length,Active_length,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
P18999,8708,Phospholipase A2 family,22,fragment,Venom,,,,,,,,,,,kw_toxin,22,22,Daboia siamensis,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia siamensis,terrestrial,terrestrial
P00610,8682,Phospholipase A2 family,119,,Venom,LD(50) is 0.11 mg/kg by intravenous injection.,,Disulfide bond:7,,,,,,,,kw_toxin,119,119,Hydrophis schistosus,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis schistosus,marine,marine
P14556,8658,Phospholipase A2 family,118,,Venom,,,Disulfide bond:7,,,,,,,,kw_toxin,118,118,Naja pallida,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja pallida,terrestrial,terrestrial
Q10756,33626,Phospholipase A2 family,16,fragment,Venom,,,,,,,,,,,kw_toxin,16,16,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
P43318,42738,Phospholipase A2 family,32,fragment,Tentacle,LD(50) is 6 ug/g by injection.,,,,,,,,,,kw_toxin,32,32,Rhopilema nomadica,Cnidaria,Scyphozoa,Rhizostomeae,Rhizostomatidae,Rhopilema,Rhopilema nomadica,marine,marine
Q8JIY9,135726,Phospholipase A2 family,138,,Venom,,,Disulfide bond:7,Yes,,,,,,,both,122,122,Protobothrops jerdonii,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops jerdonii,terrestrial,terrestrial
P83239,55084,Antimicrobial peptide scorpion family,44,,Venom,,,,,,,,,,,venom_tissue,44,44,Pandinus imperator,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Pandinus,Pandinus imperator,terrestrial,terrestrial
P83240,55084,,24,,Venom,,,,,,,,,,,venom_tissue,24,24,Pandinus imperator,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Pandinus,Pandinus imperator,terrestrial,terrestrial
Q7M3V4,7447,,152,,Venom,,,,,,,,,,,both,152,152,Vespa orientalis,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa orientalis,terrestrial,terrestrial
Q7M3V3,7447,,139,,Venom,,,,,,,,,,,both,139,139,Vespa orientalis,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa orientalis,terrestrial,terrestrial
P81863,31087,Pardaxin family,10,fragment,Skin secretion,,,,,,,,,,,kw_toxin,10,10,Pardachirus marmoratus,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Pardachirus,Pardachirus marmoratus,marine,marine
P81865,8286,Pardaxin family,33,,,,,,,,,,,,,kw_toxin,33,33,Pardachirus pavoninus,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Pardachirus,Pardachirus pavoninus,marine,marine
P81864,31087,Pardaxin family,5,fragment,Skin secretion,,,,,,,,,,,kw_toxin,5,5,Pardachirus marmoratus,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Pardachirus,Pardachirus marmoratus,marine,marine
P23067,8286,Pardaxin family,33,,,,,,,,,,,,,kw_toxin,33,33,Pardachirus pavoninus,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Pardachirus,Pardachirus pavoninus,marine,marine
P81866,8286,Pardaxin family,33,,,,,,,,,,,,,kw_toxin,33,33,Pardachirus pavoninus,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Pardachirus,Pardachirus pavoninus,marine,marine
P81861,31087,Pardaxin family,33,,Skin secretion,,,,,,,,,,,kw_toxin,33,33,Pardachirus marmoratus,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Pardachirus,Pardachirus marmoratus,marine,marine
P81862,31087,Pardaxin family,33,,Skin secretion,,,,,,,,,,,kw_toxin,33,33,Pardachirus marmoratus,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Pardachirus,Pardachirus marmoratus,marine,marine
P83312,190110,,45,,Venom,,,,,,,,,,,both,45,45,Parabuthus schlechteri,Arthropoda,Arachnida,Scorpiones,Buthidae,Parabuthus,Parabuthus schlechteri,terrestrial,terrestrial
P84032,6918,Contains 2 thyroglobulin type-I domains,128,,Venom,,,,,,,,,,,venom_tissue,128,128,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial,terrestrial
P84033,6918,,39,fragment,Venom,,,,,,,,,,,venom_tissue,39,39,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial,terrestrial
P41736,55425,,25,,Venom,,Amidation,Amidation:1,,,,,,,,kw_toxin,25,25,Paraponera clavata,Arthropoda,Insecta,Hymenoptera,Formicidae,Paraponera,Paraponera clavata,terrestrial,terrestrial
P58606,181095,,34,,Saliva,,,Disulfide bond:3,,,,,,,,both,34,34,Peirates turpis,Arthropoda,Insecta,Hemiptera,Reduviidae,Peirates,Peirates turpis,terrestrial,terrestrial
P58805,192919,FARP (FMRFamide related peptide) family,12,,Venom,,Amidation,Amidation:1,,,,,,,,both,12,12,Conus spurius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus spurius,marine,marine
Q9NJC5,34649,Alpha/beta-scorpion toxin family,85,,Venom gland,,,Disulfide bond:4,Yes,,,,,,,both,66,66,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q9NJC7,34649,Alpha/beta-scorpion toxin family,85,,Venom gland,,,Disulfide bond:4,Yes,,,,,,,both,66,66,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q9GQW3,34649,Alpha/beta-scorpion toxin family,85,,Venom gland,,,Disulfide bond:4,Yes,Yes,,,,,,both,66,64,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q9NJC8,34649,Alpha/beta-scorpion toxin family,84,,Venom gland,,,Disulfide bond:4,Yes,Yes,,,,,,both,65,64,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q9GNG8,34649,Alpha/beta-scorpion toxin family,85,,Venom gland,,,Disulfide bond:4,Yes,,,,,,,both,66,66,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q9GQV6,34649,Alpha/beta-scorpion toxin family,84,,Venom gland,,,Disulfide bond:4,Yes,Yes,,,,,,both,65,64,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q9NJC4,34649,Alpha/beta-scorpion toxin family,74,fragment,Venom gland,,,,Yes,Yes,,,,,,both,66,64,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P58570,34649,Alpha/beta-scorpion toxin family,20,fragment,Venom,,,,,,,,,,,both,20,20,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P60264,29941,Alpha/beta-scorpion toxin family,29,fragment,Venom,,,,,,,,,,,both,29,29,Centruroides limpidus limpidus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,terrestrial,terrestrial
P59899,29941,Alpha/beta-scorpion toxin family,87,,Venom; Venom gland,,Amidation,Disulfide bond:4; Amidation:1,Yes,,,,,,,both,68,66,Centruroides limpidus limpidus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,terrestrial,terrestrial
P60212,184226,Alpha/beta-scorpion toxin family,37,fragment,Venom,,,,,,,,,,,both,37,37,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
P60213,184226,Alpha/beta-scorpion toxin family,39,fragment,Venom,,,,,,,,,,,both,39,39,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
P60214,184226,Alpha/beta-scorpion toxin family,64,,Venom,,,Disulfide bond:4,,,,,,,,both,64,64,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
P60215,184226,Alpha/beta-scorpion toxin family,28,fragment,Venom,,,,,,,,,,,both,28,28,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
P46110,6884,Short scorpion toxin family,38,,Venom,,,Disulfide bond:3,,,,,,,,both,38,38,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
Q9GYX2,34649,Alpha/beta-scorpion toxin family,85,,Venom gland,,,Disulfide bond:4,Yes,,,,,,,both,66,66,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P46111,6884,Short scorpion toxin family,38,,Venom,,,Disulfide bond:3,,,,,,,,both,38,38,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
P46112,6884,Short scorpion toxin family,38,,Venom,,,Disulfide bond:3,,,,,,,,both,38,38,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
Q9GUA7,34649,Alpha/beta-scorpion toxin family,85,,Venom gland,,,Disulfide bond:4,Yes,,,,,,,both,66,66,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q95P69,34649,Alpha/beta-scorpion toxin family,85,,Venom gland,,,Disulfide bond:4,Yes,,,,,,,both,66,66,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q9UAC9,34649,Alpha/beta-scorpion toxin family,85,,Venom; Venom gland,,,Disulfide bond:4,Yes,,,,,,,both,66,66,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q9UAC8,34649,Alpha/beta-scorpion toxin family,85,,Venom; Venom gland,,,Disulfide bond:4,Yes,,,,,,,both,66,66,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P82815,34649,Alpha/beta-scorpion toxin family,65,,Venom,,,Disulfide bond:4,,,,,,,,both,65,65,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P83405,6863,Scorpion toxin 6 family,28,,Venom,,,Disulfide bond:3,,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0005246 (calcium channel regulator activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0005246 (calcium channel regulator activity),,both,28,28,Hottentotta judaicus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta judaicus,terrestrial,terrestrial
P83406,6863,Scorpion toxin 6 family,28,,Venom,,,Disulfide bond:3,,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0005246 (calcium channel regulator activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0005246 (calcium channel regulator activity),,both,28,28,Hottentotta judaicus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta judaicus,terrestrial,terrestrial
Q9NBW2,34649,Alpha/beta-scorpion toxin family,83,,Venom; Venom gland,LD(50) is 1.50 ug/mouse by intracerebroventricular injection.,,Disulfide bond:4,Yes,Yes,,,,,,both,64,63,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P83407,34649,Short scorpion toxin family,31,,Venom,,,Disulfide bond:3,,,,,,,,both,31,31,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q9UAD0,34649,Short scorpion toxin family,59,,Venom gland,,,Disulfide bond:4,Yes,,,,,,,both,35,35,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q9BJW4,34649,Short scorpion toxin family,59,,,,,Disulfide bond:4,Yes,,,,,,,both,35,35,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q95WD2,218467,Alpha/beta-scorpion toxin family,87,,Venom gland,,Amidation,Disulfide bond:4; Amidation:1,Yes,,,,,,,both,68,66,Centruroides sculpturatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides sculpturatus,terrestrial,terrestrial
P81761,34647,Short scorpion toxin family,62,,Venom; Venom gland,,,Disulfide bond:4,Yes,Yes,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),,both,38,37,Hottentotta tamulus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta tamulus,terrestrial,terrestrial
P24662,6860,Short scorpion toxin family,38,,Venom,,Amidation,Disulfide bond:3; Amidation:1,,,,,,,,both,38,38,Androctonus mauritanicus mauritanicus,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus mauritanicus,terrestrial,terrestrial
P45629,29941,Short scorpion toxin family,38,,Venom,,,Disulfide bond:3,,,,,,,,both,38,38,Centruroides limpidus limpidus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,terrestrial,terrestrial
P59847,244936,Short scorpion toxin family,39,,Venom,,,,,,,,,,,both,39,39,Centruroides limbatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limbatus,terrestrial,terrestrial
O46028,6878,Short scorpion toxin family,62,,Venom gland,,Amidation,Disulfide bond:3; Amidation:1,Yes,,,,,,,both,40,38,Centruroides noxius,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides noxius,terrestrial,terrestrial
P59867,118530,Short scorpion toxin family,34,,Venom,,Amidation,Disulfide bond:4; Amidation:1,,,,,,,,both,34,34,Heterometrus spinifer,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus,Heterometrus spinifer,terrestrial,terrestrial
Q9NII6,34649,Short scorpion toxin family,57,,Venom,,Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,Yes,,,,,,,both,37,37,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P55896,6892,Short scorpion toxin family,38,,Venom,,,Disulfide bond:3,,,,,,,,both,38,38,Orthochirus scrobiculosus,Arthropoda,Arachnida,Scorpiones,Buthidae,Orthochirus,Orthochirus scrobiculosus,terrestrial,terrestrial
P60164,252780,Short scorpion toxin family,37,,Venom,,,Disulfide bond:3,,,,,,,,both,37,37,Parabuthus villosus,Arthropoda,Arachnida,Scorpiones,Buthidae,Parabuthus,Parabuthus villosus,terrestrial,terrestrial
P83243,184226,Short scorpion toxin family,23,,Venom,,,Disulfide bond:3,,,GO:0019835 (cytolysis); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0019835 (cytolysis); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),,both,23,23,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
P59925,57059,Short scorpion toxin family,37,,Venom,,,Disulfide bond:3,,,,,,,,both,37,37,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
P45696,6858,Short scorpion toxin family,59,,Venom,,,Disulfide bond:3,Yes,,,,,,,both,37,37,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
P45630,29941,Short scorpion toxin family,36,fragment,Venom,,,Disulfide bond:3,,,,,,,,both,36,36,Centruroides limpidus limpidus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,terrestrial,terrestrial
P59848,244936,Short scorpion toxin family,36,fragment,,,,,,,,,,,,both,36,36,Centruroides limbatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limbatus,terrestrial,terrestrial
P58504,6878,Short scorpion toxin family,32,,Venom,,,Disulfide bond:3,,,,,,,,both,32,32,Centruroides noxius,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides noxius,terrestrial,terrestrial
Q9NII5,34649,Short scorpion toxin family,58,,,,Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,Yes,,,,,,,both,37,37,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P60209,34647,Scorpion toxin 6 family,32,,Venom,,,Disulfide bond:3,,,,,,,,both,32,32,Hottentotta tamulus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta tamulus,terrestrial,terrestrial
P83244,6892,Short scorpion toxin family,28,,Venom,,,Disulfide bond:3,,,GO:0019835 (cytolysis); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0019835 (cytolysis); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),,both,28,28,Orthochirus scrobiculosus,Arthropoda,Arachnida,Scorpiones,Buthidae,Orthochirus,Orthochirus scrobiculosus,terrestrial,terrestrial
P60165,252780,Short scorpion toxin family,37,,Venom,,,Disulfide bond:3,,,,,,,,both,37,37,Parabuthus villosus,Arthropoda,Arachnida,Scorpiones,Buthidae,Parabuthus,Parabuthus villosus,terrestrial,terrestrial
P08816,6887,Short scorpion toxin family,30,fragment,Venom,,,Disulfide bond:1,,,,,,,,both,30,30,Tityus serrulatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus serrulatus,terrestrial,terrestrial
P60210,184226,Short scorpion toxin family,37,,Venom,,,Disulfide bond:3,,,,,,,,both,37,37,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
P60211,184226,Short scorpion toxin family,35,,Venom,,,Disulfide bond:3,,,,,,,,both,35,35,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
P60208,6860,Short scorpion toxin family,37,,Venom,,Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,,,,,,,,both,37,37,Androctonus mauritanicus mauritanicus,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus mauritanicus,terrestrial,terrestrial
P59290,6871,Short scorpion toxin family,37,,Venom,LD(50) is 5.5 ug/kg by intracerebroventricular injection.,,Disulfide bond:3,,,,,,,,both,37,37,Buthus occitanus tunetanus,Arthropoda,Arachnida,Scorpiones,Buthidae,Buthus,Buthus occitanus,terrestrial,terrestrial
P59849,244936,Short scorpion toxin family,34,fragment,,,,,,,,,,,,both,34,34,Centruroides limbatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limbatus,terrestrial,terrestrial
P45660,6884,Short scorpion toxin family,36,,Venom,,,Disulfide bond:3,,,,,,,,both,36,36,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
P45661,6885,Short scorpion toxin family,14,fragment,Venom,,,,,,,,,,,both,14,14,Leiurus quinquestriatus quinquestriatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus quinquestriatus,terrestrial,terrestrial
Q8I0L5,34649,Short scorpion toxin family,59,,Venom; Venom gland,,Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,Yes,,,,,,,both,37,37,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P83112,170972,Short scorpion toxin family,37,,Venom,,,Disulfide bond:3,,,,,,,,both,37,37,Parabuthus transvaalicus,Arthropoda,Arachnida,Scorpiones,Buthidae,Parabuthus,Parabuthus transvaalicus,terrestrial,terrestrial
P60233,6858,Short scorpion toxin family,37,,,,Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,,,,,,,,both,37,37,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
P59850,244936,Short scorpion toxin family,23,fragment,,,,,,,,,,,,both,23,23,Centruroides limbatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limbatus,terrestrial,terrestrial
Q86BX0,34649,Short scorpion toxin family,60,,Venom gland,,,Disulfide bond:3,Yes,,,,,,,both,38,38,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P58498,55084,Short scorpion toxin family,38,,Venom,,,Disulfide bond:4,,,,,,,,both,38,38,Pandinus imperator,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Pandinus,Pandinus imperator,terrestrial,terrestrial
P59936,6887,Short scorpion toxin family,41,,Venom,LD(50) is 826 ug/kg in mouse by intravenous injection.,Amidation,Disulfide bond:4; Amidation:1,,,,,,,,both,41,41,Tityus serrulatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus serrulatus,terrestrial,terrestrial
P31719,6860,Short scorpion toxin family,31,,Venom,,,Disulfide bond:3,,,,,,,,both,31,31,Androctonus mauritanicus mauritanicus,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus mauritanicus,terrestrial,terrestrial
P59851,244936,Short scorpion toxin family,20,fragment,,,,,,,,,,,,both,20,20,Centruroides limbatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limbatus,terrestrial,terrestrial
Q9TVX3,34649,Short scorpion toxin family,61,,,,,Disulfide bond:3,Yes,,,,,,,both,33,33,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q7M463,34649,Short scorpion toxin family,29,,,,,,,,,,,,,both,29,29,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P59938,34649,Short scorpion toxin family,57,,Venom gland,,,Disulfide bond:3,,,,,,,,both,57,57,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P58490,55084,Short scorpion toxin family,38,,Venom,,,Disulfide bond:4,,,,,,,,both,38,38,Pandinus imperator,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Pandinus,Pandinus imperator,terrestrial,terrestrial
P13487,6884,Short scorpion toxin family,59,,Single abdominal segment; Venom,,Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,Yes,,,,,,,both,37,37,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
P55927,55084,Short scorpion toxin family,47,fragment,Venom,,,Disulfide bond:3,,,,,,,,both,47,35,Pandinus imperator,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Pandinus,Pandinus imperator,terrestrial,terrestrial
P46114,6887,Short scorpion toxin family,37,,Venom,,,Disulfide bond:3,,,,,,,,both,37,37,Tityus serrulatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus serrulatus,terrestrial,terrestrial
P59943,6884,Short scorpion toxin family,59,,Single abdominal segment,,Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,Yes,,,,,,,both,37,37,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
P55928,55084,Short scorpion toxin family,35,,Venom,,,Disulfide bond:3,,,,,,,,both,35,35,Pandinus imperator,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Pandinus,Pandinus imperator,terrestrial,terrestrial
P69940,6887,Long chain potassium channel inhibitor scorpion toxin family,85,fragment,Venom; Venom gland,,,Disulfide bond:3,Yes,Yes,,,,,,both,68,60,Tityus serrulatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus serrulatus,terrestrial,terrestrial
P59944,6884,Short scorpion toxin family,37,,Venom,,Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,,,,,,,,both,37,37,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
P45628,6884,Short scorpion toxin family,59,,Single abdominal segment; Venom,,Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,Yes,,,,,,,both,37,37,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
Q10726,55084,Short scorpion toxin family,35,,Venom,,,Disulfide bond:4,,,,,,,,both,35,35,Pandinus imperator,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Pandinus,Pandinus imperator,terrestrial,terrestrial
Q7Z0F1,34649,Short scorpion toxin family,55,,,,,,Yes,,,,,,,both,32,31,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q7Z0H4,34649,Short scorpion toxin family,55,,,,,,Yes,,,,,,,both,32,32,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P24663,34647,Short scorpion toxin family,37,,Venom,,Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,,,,,,,,both,37,37,Hottentotta tamulus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta tamulus,terrestrial,terrestrial
Q7Z0H5,34649,Short scorpion toxin family,55,,,,,,Yes,,,,,,,both,32,32,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P56219,6887,Short scorpion toxin family,57,,Venom; Venom gland,,,Disulfide bond:3,Yes,Yes,,,,,,both,37,35,Tityus serrulatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus serrulatus,terrestrial,terrestrial
P16341,6884,Short scorpion toxin family,31,,Venom,,Amidation,Disulfide bond:3; Amidation:1,,,,,,,,both,31,31,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
P40755,29018,Short scorpion toxin family,39,,Venom,,,Disulfide bond:3,,,,,,,,both,39,39,Centruroides margaritatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides margaritatus,terrestrial,terrestrial
