Entry,Organism (ID),Protein families,Length,Fragment,Source tissues,Toxic dose,PTM Keywords,PTM Summary,Signal peptide,Propeptide,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Mature_length,Active_length,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
Q3YEE3,69564,Conotoxin O1 superfamily,83,,Venom duct,,Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,61,33,Conus miles,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus miles,marine,marine
P0DJC7,101313,Conotoxin O1 superfamily,70,,,,Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,52,28,Conus quercinus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus quercinus,marine,marine
Q5K0D8,6493,Conotoxin O1 superfamily,78,,Venom duct,,Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005576 (extracellular region); GO:0044231 (host cell presynaptic membrane); GO:0005246 (calcium channel regulator activity); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region); GO:0044231 (host cell presynaptic membrane),GO:0005246 (calcium channel regulator activity); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,56,36,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
P0DW77,89453,Conotoxin O1 superfamily,79,,Venom duct,,Disulfide bond; Hydroxylation,Disulfide bond:3; Hydroxylation:2,Yes,Yes,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),3: Inferred from homology,both,57,32,Conus terebra,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus terebra,marine,marine
Q9U650,6494,Conotoxin O1 superfamily,75,,Venom duct,,Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005576 (extracellular region); GO:0044231 (host cell presynaptic membrane); GO:0005246 (calcium channel regulator activity); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region); GO:0044231 (host cell presynaptic membrane),GO:0005246 (calcium channel regulator activity); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,53,25,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P0DW74,89427,Conotoxin O1 superfamily,80,,Venom duct,,Disulfide bond; Hydroxylation,Disulfide bond:3; Hydroxylation:2,Yes,Yes,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),3: Inferred from homology,both,58,33,Conus virgo,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus virgo,marine,marine
Q5K0C9,89431,Conotoxin O1 superfamily,79,,Venom duct,,Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,57,32,Conus vexillum,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus vexillum,marine,marine
P0DTZ3,1736779,Conotoxin O1 superfamily,53,,Venom duct,,Disulfide bond,Disulfide bond:3,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),3: Inferred from homology,both,29,29,Californiconus californicus,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,Californiconus californicus,marine,marine
Q9U644,6494,Conotoxin O1 superfamily,82,,Venom duct,,Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005576 (extracellular region); GO:0044231 (host cell presynaptic membrane); GO:0005246 (calcium channel regulator activity); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region); GO:0044231 (host cell presynaptic membrane),GO:0005246 (calcium channel regulator activity); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,60,31,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P0DTZ4,1736779,Conotoxin O1 superfamily,51,,Venom duct,,Disulfide bond,Disulfide bond:3,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),3: Inferred from homology,both,29,29,Californiconus californicus,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,Californiconus californicus,marine,marine
Q3YED5,42752,Conotoxin O1 superfamily,76,,Venom duct,,Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,55,26,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
P0DTZ5,1736779,Conotoxin O1 superfamily,51,,Venom duct,,Disulfide bond,Disulfide bond:3,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),3: Inferred from homology,both,29,29,Californiconus californicus,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,Californiconus californicus,marine,marine
P0DTZ6,1736779,Conotoxin O1 superfamily,57,,Venom duct,,Disulfide bond,Disulfide bond:3,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),3: Inferred from homology,both,35,35,Californiconus californicus,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,Californiconus californicus,marine,marine
Q3YEF1,42752,Conotoxin O1 superfamily,88,,Venom duct,,Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,67,33,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
Q9TVF7,89426,Conotoxin O1 superfamily,69,fragment,Venom duct,,Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,52,28,Conus lividus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus lividus,marine,marine
P69755,6492,Conotoxin O1 superfamily,83,,Venom duct,,Cleavage on pair of basic residues; Disulfide bond; Hydroxylation,Disulfide bond:3; Hydroxylation:2,Yes,Yes,GO:0005576 (extracellular region); GO:0044231 (host cell presynaptic membrane); GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region); GO:0044231 (host cell presynaptic membrane),GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,61,32,Conus magus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus magus,marine,marine
P0CH19,505247,,24,,Venom,,Disulfide bond,Disulfide bond:3,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,24,24,Conus parius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus parius,marine,marine
Q5K0D6,6493,Conotoxin O1 superfamily,78,,Venom duct,,Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005576 (extracellular region); GO:0044231 (host cell presynaptic membrane); GO:0005246 (calcium channel regulator activity); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region); GO:0044231 (host cell presynaptic membrane),GO:0005246 (calcium channel regulator activity); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,56,36,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
P69762,319920,Conotoxin O1 superfamily,77,,Venom; Venom duct,,Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,55,26,Conus victoriae,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus victoriae,marine,marine
Q5K0D0,89431,Conotoxin O1 superfamily,79,,Venom duct,,Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,57,32,Conus vexillum,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus vexillum,marine,marine
P69751,101291,Conotoxin O1 superfamily,78,,Venom duct,,Cleavage on pair of basic residues; Disulfide bond; Hydroxylation,Disulfide bond:3; Hydroxylation:1,Yes,Yes,GO:0005576 (extracellular region); GO:0044231 (host cell presynaptic membrane); GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region); GO:0044231 (host cell presynaptic membrane),GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,56,27,Conus catus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus catus,marine,marine
Q9UA91,100123,Conotoxin O1 superfamily,69,fragment,Venom duct,,Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,52,27,Conus abbreviatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus abbreviatus,marine,marine
D2Y498,1736779,Conotoxin O1 superfamily,35,fragment,Venom duct,,Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:3,,Yes,GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,35,27,Californiconus californicus,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,Californiconus californicus,marine,marine
P0CC15,101297,Conotoxin O1 superfamily,32,,Venom,,Disulfide bond; Hydroxylation,Disulfide bond:3; Hydroxylation:2,,,GO:0005576 (extracellular region); GO:0044231 (host cell presynaptic membrane); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region); GO:0044231 (host cell presynaptic membrane),GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,32,32,Conus consors,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,marine,marine
P58920,101291,Conotoxin O1 superfamily,73,,Venom; Venom duct,,Amidation; Disulfide bond,Disulfide bond:3; Amidation:1,Yes,Yes,GO:0005576 (extracellular region); GO:0044231 (host cell presynaptic membrane); GO:0005246 (calcium channel regulator activity); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region); GO:0044231 (host cell presynaptic membrane),GO:0005246 (calcium channel regulator activity); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,51,27,Conus catus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus catus,marine,marine
Q9TVF6,89426,Conotoxin O1 superfamily,69,fragment,Venom duct,,Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,52,28,Conus lividus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus lividus,marine,marine
P69756,6492,Conotoxin O1 superfamily,32,,Venom duct,,Disulfide bond; Hydroxylation,Disulfide bond:3; Hydroxylation:1,,,GO:0005576 (extracellular region); GO:0044231 (host cell presynaptic membrane); GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region); GO:0044231 (host cell presynaptic membrane),GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,32,32,Conus magus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus magus,marine,marine
P0CH20,505247,,32,,Venom; Venom duct,,Disulfide bond; Hydroxylation,Disulfide bond:3; Hydroxylation:1,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,32,32,Conus parius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus parius,marine,marine
Q7Z028,89431,Conotoxin O1 superfamily,81,,,,Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),3: Inferred from homology,both,59,27,Conus vexillum,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus vexillum,marine,marine
C7T183,89425,Conotoxin O1 superfamily,69,fragment,Venom duct,,Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,52,28,Conus ebraeus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus ebraeus,marine,marine
C7T1P5,89425,Conotoxin O1 superfamily,69,fragment,Foot,,Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,52,28,Conus ebraeus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus ebraeus,marine,marine
Q9UA85,100123,Conotoxin O1 superfamily,69,fragment,Venom duct,,Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,52,28,Conus abbreviatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus abbreviatus,marine,marine
P0CY72,89438,Conotoxin O1 superfamily,80,fragment,Venom duct,,Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,72,40,Conus bullatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus bullatus,marine,marine
D2Y499,1736779,Conotoxin O1 superfamily,97,,Venom duct,,Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),3: Inferred from homology,both,75,35,Californiconus californicus,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,Californiconus californicus,marine,marine
H9KQJ7,7460,,74,,,,Disulfide bond,Disulfide bond:3,Yes,,GO:0042742 (defense response to bacterium); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0042742 (defense response to bacterium),,GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),2: Evidence at transcript level,kw_toxin,54,54,Apis mellifera,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,terrestrial,terrestrial
P0DPS2,101163,Flavin monoamine oxidase family,488,fragment,Venom,,Disulfide bond; Glycoprotein,Disulfide bond:1,,,GO:0009063 (amino acid catabolic process); GO:0006915 (apoptotic process); GO:0042742 (defense response to bacterium); GO:0031640 (killing of cells of another organism); GO:0005576 (extracellular region); GO:0001716 (L-amino-acid oxidase activity),GO:0009063 (amino acid catabolic process); GO:0006915 (apoptotic process); GO:0042742 (defense response to bacterium); GO:0031640 (killing of cells of another organism),GO:0005576 (extracellular region),GO:0001716 (L-amino-acid oxidase activity),1: Evidence at protein level,venom_tissue,488,488,Trimeresurus purpureomaculatus,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus purpureomaculatus,terrestrial,terrestrial
Q6WP39,39682,Flavin monoamine oxidase family,516,,Venom; Venom gland,,Disulfide bond; Glycoprotein,Disulfide bond:2; Glycosylation:2,Yes,,GO:0009063 (amino acid catabolic process); GO:0006915 (apoptotic process); GO:0042742 (defense response to bacterium); GO:0031640 (killing of cells of another organism); GO:0005576 (extracellular region); GO:0001716 (L-amino-acid oxidase activity); GO:0090729 (toxin activity),GO:0009063 (amino acid catabolic process); GO:0006915 (apoptotic process); GO:0042742 (defense response to bacterium); GO:0031640 (killing of cells of another organism),GO:0005576 (extracellular region),GO:0001716 (L-amino-acid oxidase activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,498,498,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
P0DI84,8705,Flavin monoamine oxidase family,484,,Venom,,Disulfide bond; Glycoprotein,Disulfide bond:2; Glycosylation:1,,,GO:0009063 (amino acid catabolic process); GO:0006915 (apoptotic process); GO:0042742 (defense response to bacterium); GO:0031640 (killing of cells of another organism); GO:0005576 (extracellular region); GO:0001716 (L-amino-acid oxidase activity); GO:0046872 (metal ion binding); GO:0090729 (toxin activity),GO:0009063 (amino acid catabolic process); GO:0006915 (apoptotic process); GO:0042742 (defense response to bacterium); GO:0031640 (killing of cells of another organism),GO:0005576 (extracellular region),GO:0001716 (L-amino-acid oxidase activity); GO:0046872 (metal ion binding); GO:0090729 (toxin activity),1: Evidence at protein level,both,484,484,Vipera ammodytes ammodytes,Chordata,Lepidosauria,Squamata,Viperidae,Vipera,Vipera ammodytes,terrestrial,terrestrial
P0C2D7,31156,Flavin monoamine oxidase family,88,fragment,Venom,,Disulfide bond; Glycoprotein,Disulfide bond:1,,,GO:0006915 (apoptotic process); GO:0042742 (defense response to bacterium); GO:0031640 (killing of cells of another organism); GO:0005576 (extracellular region); GO:0050025 (L-glutamate oxidase activity); GO:0106329 (L-phenylalaine oxidase activity); GO:0090729 (toxin activity),GO:0006915 (apoptotic process); GO:0042742 (defense response to bacterium); GO:0031640 (killing of cells of another organism),GO:0005576 (extracellular region),GO:0050025 (L-glutamate oxidase activity); GO:0106329 (L-phenylalaine oxidase activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,88,88,Vipera berus berus,Chordata,Lepidosauria,Squamata,Viperidae,Vipera,Vipera berus,terrestrial,terrestrial
P21792,8635,Phospholipase A2 family,28,fragment,Venom,,,,,,GO:0050482 (arachidonate secretion); GO:0016042 (lipid catabolic process); GO:0006644 (phospholipid metabolic process); GO:0005576 (extracellular region); GO:0047498 (calcium-dependent phospholipase A2 activity); GO:0047499 (calcium-independent phospholipase A2 activity); GO:0090729 (toxin activity),GO:0050482 (arachidonate secretion); GO:0016042 (lipid catabolic process); GO:0006644 (phospholipid metabolic process),GO:0005576 (extracellular region),GO:0047498 (calcium-dependent phospholipase A2 activity); GO:0047499 (calcium-independent phospholipase A2 activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,28,28,Micrurus nigrocinctus,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus nigrocinctus,terrestrial,terrestrial
P86542,35670,Phospholipase A2 family,15,fragment,Venom,,Disulfide bond,Disulfide bond:1,,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0047498 (calcium-dependent phospholipase A2 activity); GO:0047499 (calcium-independent phospholipase A2 activity); GO:0046872 (metal ion binding),GO:0016042 (lipid catabolic process),GO:0005576 (extracellular region),GO:0047498 (calcium-dependent phospholipase A2 activity); GO:0047499 (calcium-independent phospholipase A2 activity); GO:0046872 (metal ion binding),1: Evidence at protein level,venom_tissue,15,15,Naja naja,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja naja,terrestrial,terrestrial
P0DPT9,2609776,Phospholipase A2 family,147,,Venom; Venom gland,,Disulfide bond,Disulfide bond:5,Yes,Yes,GO:0050482 (arachidonate secretion); GO:0016042 (lipid catabolic process); GO:0006644 (phospholipid metabolic process); GO:0005576 (extracellular region); GO:0005509 (calcium ion binding); GO:0047498 (calcium-dependent phospholipase A2 activity); GO:0047499 (calcium-independent phospholipase A2 activity),GO:0050482 (arachidonate secretion); GO:0016042 (lipid catabolic process); GO:0006644 (phospholipid metabolic process),GO:0005576 (extracellular region),GO:0005509 (calcium ion binding); GO:0047498 (calcium-dependent phospholipase A2 activity); GO:0047499 (calcium-independent phospholipase A2 activity),1: Evidence at protein level,venom_tissue,125,119,Scolopendra dehaani,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra dehaani,terrestrial,terrestrial
Q2YHJ2,3147914,Phospholipase A2 family,138,,Venom; Venom gland,,Disulfide bond,Disulfide bond:7,Yes,,GO:0050482 (arachidonate secretion); GO:0016042 (lipid catabolic process); GO:0042130 (negative regulation of T cell proliferation); GO:0006644 (phospholipid metabolic process); GO:0005576 (extracellular region); GO:0005509 (calcium ion binding); GO:0047498 (calcium-dependent phospholipase A2 activity); GO:0047499 (calcium-independent phospholipase A2 activity); GO:0005543 (phospholipid binding); GO:0090729 (toxin activity),GO:0050482 (arachidonate secretion); GO:0016042 (lipid catabolic process); GO:0042130 (negative regulation of T cell proliferation); GO:0006644 (phospholipid metabolic process),GO:0005576 (extracellular region),GO:0005509 (calcium ion binding); GO:0047498 (calcium-dependent phospholipase A2 activity); GO:0047499 (calcium-independent phospholipase A2 activity); GO:0005543 (phospholipid binding); GO:0090729 (toxin activity),1: Evidence at protein level,both,122,122,Craspedocephalus borneensis,Chordata,Lepidosauria,Squamata,Viperidae,Craspedocephalus,Craspedocephalus borneensis,terrestrial,terrestrial
Q2YHJ7,3147916,Phospholipase A2 family,138,,Venom; Venom gland,,Disulfide bond,Disulfide bond:7,Yes,,GO:0050482 (arachidonate secretion); GO:0016042 (lipid catabolic process); GO:0042130 (negative regulation of T cell proliferation); GO:0006644 (phospholipid metabolic process); GO:0005576 (extracellular region); GO:0005509 (calcium ion binding); GO:0047498 (calcium-dependent phospholipase A2 activity); GO:0047499 (calcium-independent phospholipase A2 activity); GO:0005543 (phospholipid binding); GO:0090729 (toxin activity),GO:0050482 (arachidonate secretion); GO:0016042 (lipid catabolic process); GO:0042130 (negative regulation of T cell proliferation); GO:0006644 (phospholipid metabolic process),GO:0005576 (extracellular region),GO:0005509 (calcium ion binding); GO:0047498 (calcium-dependent phospholipase A2 activity); GO:0047499 (calcium-independent phospholipase A2 activity); GO:0005543 (phospholipid binding); GO:0090729 (toxin activity),1: Evidence at protein level,both,122,122,Craspedocephalus puniceus,Chordata,Lepidosauria,Squamata,Viperidae,Craspedocephalus,Craspedocephalus puniceus,terrestrial,terrestrial
P81458,8707,Phospholipase A2 family,121,,Venom,,Disulfide bond,Disulfide bond:7,,,GO:0050482 (arachidonate secretion); GO:0016042 (lipid catabolic process); GO:0042130 (negative regulation of T cell proliferation); GO:0006644 (phospholipid metabolic process); GO:0005576 (extracellular region); GO:0005509 (calcium ion binding); GO:0047498 (calcium-dependent phospholipase A2 activity); GO:0047499 (calcium-independent phospholipase A2 activity); GO:0005543 (phospholipid binding); GO:0090729 (toxin activity),GO:0050482 (arachidonate secretion); GO:0016042 (lipid catabolic process); GO:0042130 (negative regulation of T cell proliferation); GO:0006644 (phospholipid metabolic process),GO:0005576 (extracellular region),GO:0005509 (calcium ion binding); GO:0047498 (calcium-dependent phospholipase A2 activity); GO:0047499 (calcium-independent phospholipase A2 activity); GO:0005543 (phospholipid binding); GO:0090729 (toxin activity),1: Evidence at protein level,both,121,121,Daboia russelii,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia russelii,terrestrial,terrestrial
Q1ZY03,36307,Phospholipase A2 family,138,,Venom; Venom gland,,Disulfide bond,Disulfide bond:7,Yes,,GO:0050482 (arachidonate secretion); GO:0016042 (lipid catabolic process); GO:0042130 (negative regulation of T cell proliferation); GO:0006644 (phospholipid metabolic process); GO:0005576 (extracellular region); GO:0005509 (calcium ion binding); GO:0047498 (calcium-dependent phospholipase A2 activity); GO:0047499 (calcium-independent phospholipase A2 activity); GO:0005543 (phospholipid binding); GO:0090729 (toxin activity),GO:0050482 (arachidonate secretion); GO:0016042 (lipid catabolic process); GO:0042130 (negative regulation of T cell proliferation); GO:0006644 (phospholipid metabolic process),GO:0005576 (extracellular region),GO:0005509 (calcium ion binding); GO:0047498 (calcium-dependent phospholipase A2 activity); GO:0047499 (calcium-independent phospholipase A2 activity); GO:0005543 (phospholipid binding); GO:0090729 (toxin activity),1: Evidence at protein level,both,122,122,Deinagkistrodon acutus,Chordata,Lepidosauria,Squamata,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,terrestrial,terrestrial
P04417,242054,Phospholipase A2 family,122,,Venom,,Disulfide bond,Disulfide bond:7,,,GO:0050482 (arachidonate secretion); GO:0016042 (lipid catabolic process); GO:0042130 (negative regulation of T cell proliferation); GO:0006644 (phospholipid metabolic process); GO:0005576 (extracellular region); GO:0005509 (calcium ion binding); GO:0047498 (calcium-dependent phospholipase A2 activity); GO:0047499 (calcium-independent phospholipase A2 activity); GO:0005543 (phospholipid binding); GO:0090729 (toxin activity),GO:0050482 (arachidonate secretion); GO:0016042 (lipid catabolic process); GO:0042130 (negative regulation of T cell proliferation); GO:0006644 (phospholipid metabolic process),GO:0005576 (extracellular region),GO:0005509 (calcium ion binding); GO:0047498 (calcium-dependent phospholipase A2 activity); GO:0047499 (calcium-independent phospholipase A2 activity); GO:0005543 (phospholipid binding); GO:0090729 (toxin activity),1: Evidence at protein level,both,122,122,Gloydius blomhoffii,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius blomhoffii,terrestrial,terrestrial
