identifier,Protein families,Phylum,has_signal_peptide
B6DD17,Other,Arthropoda,yes
B6DD18,Other,Arthropoda,yes
B3EWT0,Other,Arthropoda,yes
B3EWT1,Other,Arthropoda,no
B3EWS6,Other,Arthropoda,yes
P83919,Other,Arthropoda,yes
P83619,Other,Arthropoda,no
P0DQA8,Other,Arthropoda,yes
P0DQA7,Other,Arthropoda,yes
P0DQA6,Other,Arthropoda,yes
P83620,Other,Arthropoda,no
P83621,Other,Arthropoda,no
P83622,Other,Arthropoda,no
P81694,Other,Arthropoda,yes
P0DSL7,Other,Arthropoda,no
P0DSL8,Other,Arthropoda,no
Q5Q114,Other,Arthropoda,yes
Q5Q113,Other,Arthropoda,yes
A3F7X1,Other,Arthropoda,yes
Q75WH2,Other,Arthropoda,yes
Q75WG6,,Arthropoda,yes
Q75WG5,Other,Arthropoda,yes
P0C2V1,Other,Arthropoda,no
P0DUT6,Other,Arthropoda,yes
P05483,,Mollusca,no
P58923,,Mollusca,no
P0CH13,,Mollusca,no
P0DUT3,Other,Arthropoda,yes
P0DRA3,Other,Arthropoda,yes
P0DRA4,Other,Arthropoda,yes
P0DL40,,Arthropoda,yes
F8S122,Other,Chordata,yes
F8RKW2,Other,Chordata,yes
Q27J48,Other,Chordata,yes
P82885,Other,Chordata,no
P83234,Other,Chordata,yes
P0DPT0,Other,Arthropoda,no
B4ESA3,Venom Kunitz-type family,Chordata,yes
B5KL39,Venom Kunitz-type family,Chordata,yes
Q6T6S5,Venom Kunitz-type family,Chordata,yes
B5KF96,Venom Kunitz-type family,Chordata,yes
D2Y2F3,Venom Kunitz-type family,Arthropoda,yes
P0DJ75,Venom Kunitz-type family,Arthropoda,yes
Q2ES49,Venom Kunitz-type family,Chordata,yes
P00990,Venom Kunitz-type family,Chordata,no
A6MFL2,Venom Kunitz-type family,Chordata,yes
P00985,Venom Kunitz-type family,Chordata,no
D2Y2F4,Venom Kunitz-type family,Arthropoda,yes
A8Y7N4,Venom Kunitz-type family,Chordata,yes
A8Y7N5,Venom Kunitz-type family,Chordata,yes
A8Y7N6,Venom Kunitz-type family,Chordata,yes
A8Y7N7,Venom Kunitz-type family,Chordata,yes
A8Y7N8,Venom Kunitz-type family,Chordata,yes
A8Y7N9,Venom Kunitz-type family,Chordata,yes
P19859,Venom Kunitz-type family,Chordata,no
P82966,Venom Kunitz-type family,Chordata,yes
B6RLX2,Venom Kunitz-type family,Chordata,yes
Q8AY41,Venom Kunitz-type family,Chordata,yes
D2Y2F6,Venom Kunitz-type family,Arthropoda,yes
P00984,Venom Kunitz-type family,Chordata,no
D2Y2F7,Venom Kunitz-type family,Arthropoda,yes
Q9PW36,Venom metalloproteinase (M12B) family,Chordata,yes
P15167,Venom metalloproteinase (M12B) family,Chordata,yes
Q92032,Venom metalloproteinase (M12B) family,Chordata,yes
Q91401,Venom metalloproteinase (M12B) family,Chordata,no
Q92031,Venom metalloproteinase (M12B) family,Chordata,yes
Q7LZS9,Venom metalloproteinase (M12B) family,Chordata,no
P83512,Venom metalloproteinase (M12B) family,Chordata,yes
P86976,Venom metalloproteinase (M12B) family,Chordata,no
P85314,Venom metalloproteinase (M12B) family,Chordata,no
Q8QG89,Venom metalloproteinase (M12B) family,Chordata,yes
P28891,Venom metalloproteinase (M12B) family,Chordata,no
P83255,Venom metalloproteinase (M12B) family,Chordata,no
P86802,Venom metalloproteinase (M12B) family,Chordata,no
A8QL49,Venom metalloproteinase (M12B) family,Chordata,yes
D8VNS0,Venom metalloproteinase (M12B) family,Chordata,yes
Q2QA02,Venom metalloproteinase (M12B) family,Chordata,yes
A8QL59,Venom metalloproteinase (M12B) family,Chordata,yes
Q9PVK7,Venom metalloproteinase (M12B) family,Chordata,yes
A3R0T9,Venom metalloproteinase (M12B) family,Chordata,yes
P0CJ09,,Arthropoda,yes
P0DUU6,Other,Arthropoda,no
Q91507,Peptidase S1 family,Chordata,yes
A7LAC6,Peptidase S1 family,Chordata,yes
Q58G94,Peptidase S1 family,Chordata,no
Q9PSN3,Peptidase S1 family,Chordata,no
P82981,Peptidase S1 family,Chordata,no
O13069,Peptidase S1 family,Chordata,yes
J3S833,Peptidase S1 family,Chordata,yes
Q8QHK2,Peptidase S1 family,Chordata,yes
Q9YGI6,Peptidase S1 family,Chordata,yes
P25670,Snake three-finger toxin family,Chordata,no
B2BRQ5,Snake three-finger toxin family,Chordata,yes
A8S6A8,Snake three-finger toxin family,Chordata,yes
A6MFK4,Snake three-finger toxin family,Chordata,yes
P01393,Snake three-finger toxin family,Chordata,no
P01396,Snake three-finger toxin family,Chordata,no
P01394,Snake three-finger toxin family,Chordata,no
Q8UW29,Snake three-finger toxin family,Chordata,yes
P01380,Snake three-finger toxin family,Chordata,no
P0C8R6,Snake three-finger toxin family,Chordata,no
P01379,Snake three-finger toxin family,Chordata,yes
P01389,Snake three-finger toxin family,Chordata,no
P25674,Snake three-finger toxin family,Chordata,no
P01391,Snake three-finger toxin family,Chordata,no
P01383,Snake three-finger toxin family,Chordata,no
P25668,Snake three-finger toxin family,Chordata,no
P01390,Snake three-finger toxin family,Chordata,no
P01382,Snake three-finger toxin family,Chordata,no
P01384,Snake three-finger toxin family,Chordata,yes
P68413,Snake three-finger toxin family,Chordata,no
Q5UFR8,Snake three-finger toxin family,Chordata,yes
P68415,Snake three-finger toxin family,Chordata,no
P68412,Snake three-finger toxin family,Chordata,no
Q9YGC2,Snake three-finger toxin family,Chordata,yes
K9MCH1,Snake three-finger toxin family,Chordata,yes
P80548,Snake three-finger toxin family,Chordata,no
P86095,Snake three-finger toxin family,Chordata,no
P34075,Snake three-finger toxin family,Chordata,no
P34076,Snake three-finger toxin family,Chordata,no
P68417,Snake three-finger toxin family,Chordata,no
P68418,Snake three-finger toxin family,Chordata,no
P01424,Snake three-finger toxin family,Chordata,no
P01431,Snake three-finger toxin family,Chordata,no
P68419,Snake three-finger toxin family,Chordata,no
P01427,Snake three-finger toxin family,Chordata,no
P01426,Snake three-finger toxin family,Chordata,no
P60773,Snake three-finger toxin family,Chordata,no
Q9W7K0,Snake three-finger toxin family,Chordata,yes
Q9W7J9,Snake three-finger toxin family,Chordata,yes
Q9W7J7,Snake three-finger toxin family,Chordata,yes
Q9W7J6,Snake three-finger toxin family,Chordata,yes
A8HDK1,Snake three-finger toxin family,Chordata,yes
Q02454,Snake three-finger toxin family,Chordata,yes
Q98957,Snake three-finger toxin family,Chordata,yes
Q98956,Snake three-finger toxin family,Chordata,yes
P79810,Snake three-finger toxin family,Chordata,yes
Q98958,Snake three-finger toxin family,Chordata,yes
P60304,Snake three-finger toxin family,Chordata,yes
P01455,Snake three-finger toxin family,Chordata,no
P0CH80,Snake three-finger toxin family,Chordata,no
P01448,Snake three-finger toxin family,Chordata,no
P01467,Snake three-finger toxin family,Chordata,no
Q91996,Snake three-finger toxin family,Chordata,yes
Q9W716,Snake three-finger toxin family,Chordata,yes
P19003,Snake three-finger toxin family,Chordata,no
P14534,Snake three-finger toxin family,Chordata,no
P0C553,Snake three-finger toxin family,Chordata,yes
P0C552,Snake three-finger toxin family,Chordata,yes
P01402,Snake three-finger toxin family,Chordata,no
P25678,Snake three-finger toxin family,Chordata,no
P25677,Snake three-finger toxin family,Chordata,no
P0DQH2,Snake three-finger toxin family,Chordata,no
P01413,Snake three-finger toxin family,Chordata,no
P28375,Snake three-finger toxin family,Chordata,no
P81946,Snake three-finger toxin family,Chordata,no
P60237,Snake three-finger toxin family,Chordata,no
P82462,Snake three-finger toxin family,Chordata,no
P0DQQ3,Snake three-finger toxin family,Chordata,no
P82463,Snake three-finger toxin family,Chordata,no
F5CPE6,Snake three-finger toxin family,Chordata,yes
A0A2P1BST7,Snake three-finger toxin family,Chordata,yes
P0DKR6,Snake three-finger toxin family,Chordata,yes
P0CE79,Arthropod phospholipase D family,Arthropoda,yes
P0CE80,Arthropod phospholipase D family,Arthropoda,yes
P0CE81,Arthropod phospholipase D family,Arthropoda,yes
Q4VDB5,Arthropod phospholipase D family,Arthropoda,no
Q56JA9,Arthropod phospholipase D family,Arthropoda,no
P0CE83,Arthropod phospholipase D family,Arthropoda,yes
W4VSJ0,Other,Arthropoda,yes
P0DV64,,Arthropoda,no
P58752,Other,Arthropoda,no
P83660,Other,Arthropoda,no
A1X8C3,Other,Mollusca,yes
P0CB12,Other,Mollusca,yes
A1X8C2,Other,Mollusca,yes
F5C3U4,Other,Mollusca,yes
P0C901,Other,Mollusca,no
P0C1V7,Other,Mollusca,no
P85886,Other,Mollusca,yes
X5IGW1,Other,Mollusca,yes
D0PX84,Other,Mollusca,yes
E3PQQ8,,Mollusca,yes
E2E4E4,Other,Chordata,yes
P84698,Other,Mollusca,no
A0A0A0VBX4,Other,Mollusca,yes
P0DQX2,Other,Mollusca,yes
P0C1W5,Other,Mollusca,yes
P0C1W6,Other,Mollusca,yes
P0C1W7,Other,Mollusca,no
P0DTJ2,Other,Mollusca,yes
P0DTJ3,Other,Mollusca,yes
P05486,Other,Mollusca,yes
P0CG46,Other,Mollusca,yes
P0DOZ5,,Mollusca,no
P07231,Other,Mollusca,yes
P0DOZ6,,Mollusca,no
Q9BPH4,Other,Mollusca,yes
A0A2I6EDM2,Other,Mollusca,yes
A0A2I6EDN1,Other,Mollusca,yes
P0CY73,Other,Mollusca,yes
A0A2I6EDN2,Other,Mollusca,yes
A0A3G3C7T5,Other,Mollusca,yes
Q9BPH3,Other,Mollusca,yes
A0A2D1P890,Other,Mollusca,yes
A0A125S9E6,Other,Mollusca,yes
Q5I2P0,Other,Mollusca,yes
Q2I2Q5,Other,Mollusca,yes
Q9BPI1,Other,Mollusca,yes
Q5EHP1,Other,Mollusca,yes
D6C4I3,Conotoxin O1 superfamily,Mollusca,yes
J7GY56,Conotoxin O1 superfamily,Mollusca,yes
P0CH14,Other,Mollusca,yes
B0KZ78,Other,Mollusca,yes
C8CK77,Other,Mollusca,yes
B0KZ79,Other,Mollusca,yes
C8CK76,Other,Mollusca,yes
P0DQX6,Other,Arthropoda,no
P58784,Other,Mollusca,yes
P0C248,Other,Mollusca,yes
P0DRF4,,Arthropoda,no
P0DRE1,,Arthropoda,no
P0DW23,Other,Mollusca,yes
A0A142C197,Other,Mollusca,yes
P0DW18,Other,Mollusca,yes
P0DW20,Other,Mollusca,yes
A0A0K8TUE2,Other,Mollusca,yes
A0A679PF76,Other,Mollusca,yes
Q9BPD4,Other,Mollusca,yes
Q9BPD3,Other,Mollusca,yes
Q9BP53,Other,Mollusca,yes
Q9BPD6,Other,Mollusca,yes
Q9BPD2,Other,Mollusca,yes
Q9BPD7,Other,Mollusca,yes
C0HKY2,Other,Mollusca,no
C0HKY3,Other,Mollusca,no
C0HKY4,Other,Mollusca,no
P0CAZ4,Other,Arthropoda,yes
Q9BPG7,Other,Mollusca,yes
P85247,Other,Arthropoda,yes
P0CAZ5,Other,Arthropoda,yes
P0CAZ6,Other,Arthropoda,yes
P0CAZ7,Other,Arthropoda,yes
P0CAZ9,Other,Arthropoda,yes
A0A3G3C7S2,Other,Mollusca,yes
Q9BPF4,Other,Mollusca,yes
Q9BPH0,Other,Mollusca,yes
Q6PN86,Other,Mollusca,yes
Q3YEE9,Other,Mollusca,yes
P0C669,Other,Mollusca,yes
Q9BP51,Other,Mollusca,yes
Q6PN85,Other,Mollusca,yes
P0C670,Other,Mollusca,yes
A0A3G3C7R5,Other,Mollusca,yes
Q9BHA6,Other,Mollusca,yes
P0C666,Other,Mollusca,yes
Q9U6Z9,Other,Mollusca,yes
Q9U6Z5,Other,Mollusca,yes
Q6PN81,Other,Mollusca,yes
Q1A3R3,Other,Mollusca,yes
P0C636,Other,Mollusca,yes
P0DJC4,Other,Mollusca,yes
Q9U700,Other,Mollusca,yes
Q9BPF5,Other,Mollusca,yes
Q9BPH1,Other,Mollusca,yes
Q6HAA2,,Chordata,yes
D2Y3T3,,Mollusca,yes
D6C4L9,,Mollusca,yes
D6C4M0,,Mollusca,yes
D6C4M1,,Mollusca,yes
D6C4M2,,Mollusca,yes
D6C4M3,,Mollusca,yes
P0DJB6,,Mollusca,no
A0A6B9L3R4,Other,Arthropoda,yes
D6C4H8,,Mollusca,yes
D3JWK2,,Mollusca,yes
D3JWK7,,Mollusca,yes
P0DUQ8,Other,Mollusca,yes
P0DUQ7,Other,Mollusca,yes
P0DQM9,,Mollusca,no
Q5I4E6,Other,Mollusca,yes
B4YSU8,Other,Mollusca,yes
P85870,,Arthropoda,no
P83658,Other,Chordata,no
P0DQU9,Other,Arthropoda,no
C0HLZ7,Other,Arthropoda,no
A0A6B9KZ40,,Arthropoda,yes
D2Y2C1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2H6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y232,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y233,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2D7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y234,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y235,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y236,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2E8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2E9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2F0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y237,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
A0A0J9X1W9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P49370,Other,Arthropoda,no
C0HLL5,Other,Arthropoda,no
Q5D7H4,Other,Arthropoda,no
Q08169,Other,Arthropoda,yes
P49371,Other,Arthropoda,no
A3QVN5,Other,Chordata,yes
I0CME7,Other,Mollusca,yes
C0HKM3,Other,Mollusca,yes
J3S820,Other,Chordata,yes
P86824,,Arthropoda,yes
Q5EF78,,Arthropoda,yes
Q5BLY4,,Arthropoda,yes
B1P1G4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1G5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1G8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
P0C5X7,Other,Arthropoda,yes
B1P1B6,Other,Arthropoda,yes
B1P1A9,Other,Arthropoda,yes
B1P1C7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1D5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1D6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1B4,Other,Arthropoda,yes
B1P1B3,Other,Arthropoda,yes
B1P1H5,Other,Arthropoda,yes
B1P1H6,Other,Arthropoda,yes
B1P1H7,Other,Arthropoda,yes
B1P1H8,Other,Arthropoda,yes
B1P1I0,Other,Arthropoda,yes
B1P1H9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1H1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1I8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
P86270,Short scorpion toxin superfamily,Arthropoda,yes
P0DQU5,Short scorpion toxin superfamily,Arthropoda,no
Q8MUB1,Short scorpion toxin superfamily,Arthropoda,yes
P0DJ31,Short scorpion toxin superfamily,Arthropoda,no
P0DJ32,Short scorpion toxin superfamily,Arthropoda,no
P0DP36,Short scorpion toxin superfamily,Arthropoda,yes
F1CIY9,Short scorpion toxin superfamily,Arthropoda,yes
F1CJ67,Short scorpion toxin superfamily,Arthropoda,yes
F1CJ80,Short scorpion toxin superfamily,Arthropoda,yes
B8XH30,Short scorpion toxin superfamily,Arthropoda,yes
B8XH45,Short scorpion toxin superfamily,Arthropoda,yes
B8XH47,Short scorpion toxin superfamily,Arthropoda,yes
P0DW84,Short scorpion toxin superfamily,Arthropoda,yes
C0HKB2,Short scorpion toxin superfamily,Arthropoda,no
A7KJJ7,Short scorpion toxin superfamily,Arthropoda,yes
D9U2B2,Short scorpion toxin superfamily,Arthropoda,yes
A0A059UI21,Short scorpion toxin superfamily,Arthropoda,yes
P0DL65,Short scorpion toxin superfamily,Arthropoda,yes
B8XH44,Short scorpion toxin superfamily,Arthropoda,yes
P0CI83,Short scorpion toxin superfamily,Arthropoda,yes
P59943,Short scorpion toxin superfamily,Arthropoda,yes
P59944,Short scorpion toxin superfamily,Arthropoda,no
H2ETQ6,Short scorpion toxin superfamily,Arthropoda,yes
H2ER23,Short scorpion toxin superfamily,Arthropoda,yes
C0HJQ8,Short scorpion toxin superfamily,Arthropoda,yes
C0HJQ7,Short scorpion toxin superfamily,Arthropoda,no
C0HJS9,Short scorpion toxin superfamily,Arthropoda,no
H2ER22,Short scorpion toxin superfamily,Arthropoda,yes
P08815,Short scorpion toxin superfamily,Arthropoda,no
P40755,Short scorpion toxin superfamily,Arthropoda,no
P45629,Short scorpion toxin superfamily,Arthropoda,no
Q9TXD1,Short scorpion toxin superfamily,Arthropoda,no
P59847,Short scorpion toxin superfamily,Arthropoda,no
P0C161,Short scorpion toxin superfamily,Arthropoda,no
P0C162,Short scorpion toxin superfamily,Arthropoda,no
P0C163,Short scorpion toxin superfamily,Arthropoda,no
P0C164,Short scorpion toxin superfamily,Arthropoda,no
P0C5F2,,Arthropoda,no
L7X8P2,Other,Arthropoda,yes
Q9BPJ1,Other,Mollusca,yes
C0HJV8,Other,Arthropoda,yes
P0CI94,Other,Arthropoda,yes
P0CI95,Other,Arthropoda,yes
P84189,Other,Arthropoda,yes
P84190,Other,Arthropoda,no
P0DY04,Other,Arthropoda,yes
P0CJ15,Other,Arthropoda,yes
P0CJ02,Other,Arthropoda,yes
D9U2B5,Other,Arthropoda,yes
A0A059U8Y9,Other,Arthropoda,yes
F6K5S6,Other,Arthropoda,yes
D9U2B6,Other,Arthropoda,yes
P0CI97,Other,Arthropoda,yes
P0DXZ9,Other,Arthropoda,yes
P0DY00,Other,Arthropoda,yes
P0DY02,Other,Arthropoda,yes
P0DXZ8,Other,Arthropoda,yes
P0DY03,Other,Arthropoda,yes
P0DY01,Other,Arthropoda,yes
Q3I5F4,Other,Chordata,yes
Q3HXY4,Other,Chordata,yes
P0CB10,Conotoxin O1 superfamily,Mollusca,yes
P0CY61,Conotoxin O1 superfamily,Mollusca,yes
D6C4K9,Conotoxin O1 superfamily,Mollusca,yes
Q5K0B9,Conotoxin O1 superfamily,Mollusca,yes
Q3YEG6,Conotoxin O1 superfamily,Mollusca,yes
Q2I2R3,Conotoxin O1 superfamily,Mollusca,yes
Q3YEE3,Conotoxin O1 superfamily,Mollusca,yes
P0DJC7,Conotoxin O1 superfamily,Mollusca,yes
Q5K0D8,Conotoxin O1 superfamily,Mollusca,yes
P0DW77,Conotoxin O1 superfamily,Mollusca,yes
Q9U650,Conotoxin O1 superfamily,Mollusca,yes
P0DW74,Conotoxin O1 superfamily,Mollusca,yes
Q5K0C9,Conotoxin O1 superfamily,Mollusca,yes
P0DTZ3,Conotoxin O1 superfamily,Mollusca,yes
Q9U644,Conotoxin O1 superfamily,Mollusca,yes
P0DTZ4,Conotoxin O1 superfamily,Mollusca,yes
Q3YED5,Conotoxin O1 superfamily,Mollusca,yes
P0DTZ5,Conotoxin O1 superfamily,Mollusca,yes
P0DTZ6,Conotoxin O1 superfamily,Mollusca,yes
Q3YEF1,Conotoxin O1 superfamily,Mollusca,yes
P69755,Conotoxin O1 superfamily,Mollusca,yes
P0CH19,,Mollusca,no
Q5K0D6,Conotoxin O1 superfamily,Mollusca,yes
P69762,Conotoxin O1 superfamily,Mollusca,yes
Q5K0D0,Conotoxin O1 superfamily,Mollusca,yes
P69751,Conotoxin O1 superfamily,Mollusca,yes
P0CC15,Conotoxin O1 superfamily,Mollusca,no
P58920,Conotoxin O1 superfamily,Mollusca,yes
P69756,Conotoxin O1 superfamily,Mollusca,no
P0CH20,,Mollusca,no
Q7Z028,Conotoxin O1 superfamily,Mollusca,yes
D2Y499,Conotoxin O1 superfamily,Mollusca,yes
Q6WP39,Other,Chordata,yes
P0DI84,Other,Chordata,no
P0DPT9,Phospholipase A2 family,Arthropoda,yes
Q2YHJ2,Phospholipase A2 family,Chordata,yes
Q2YHJ7,Phospholipase A2 family,Chordata,yes
P81458,Phospholipase A2 family,Chordata,no
Q1ZY03,Phospholipase A2 family,Chordata,yes
P04417,Phospholipase A2 family,Chordata,no
P00610,Phospholipase A2 family,Chordata,no
P19000,Phospholipase A2 family,Chordata,yes
Q9I846,Phospholipase A2 family,Chordata,yes
Q8AXW7,Phospholipase A2 family,Chordata,yes
P14556,Phospholipase A2 family,Chordata,no
P00608,Phospholipase A2 family,Chordata,no
P20252,Phospholipase A2 family,Chordata,no
Q6EER6,Phospholipase A2 family,Chordata,no
A8E2V9,Phospholipase A2 family,Chordata,yes
P14420,Phospholipase A2 family,Chordata,no
Q8JFG0,Phospholipase A2 family,Chordata,yes
C1JAR9,Phospholipase A2 family,Arthropoda,yes
I7GQA7,Phospholipase A2 family,Arthropoda,yes
P0DXZ6,Phospholipase A2 family,Arthropoda,yes
C0HJW4,Short scorpion toxin superfamily,Arthropoda,no
A0A7M6UNN1,Other,Arthropoda,yes
A0A6B9L4Z7,Other,Arthropoda,yes
A0A6B9KZA1,Other,Arthropoda,yes
P69391,,Arthropoda,yes
P69392,,Arthropoda,no
I6R1S1,Other,Arthropoda,yes
I6S3A5,Other,Arthropoda,yes
I6RU51,Other,Arthropoda,yes
P0DPU7,Other,Arthropoda,yes
I6RA76,Other,Arthropoda,yes
I6S7I0,Other,Arthropoda,yes
I6R1S4,Other,Arthropoda,yes
I6S3A9,Other,Arthropoda,yes
P0DMD3,Other,Arthropoda,yes
V9ISX2,Other,Arthropoda,yes
V9ISG0,Other,Arthropoda,yes
P0DMD4,Other,Arthropoda,yes
P0DX55,,Arthropoda,no
E2E4L2,Other,Chordata,yes
Q9NJC5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q9BKJ0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P01494,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C0HMC0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P01487,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P15227,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P15225,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P56608,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0DSO4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HLM1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P60213,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P01496,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0C8X5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
A0A7S8MU78,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DMH9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
D5HR53,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DQH6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P45658,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
M1JBC0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HLU0,Other,Arthropoda,no
I1VC85,Other,Arthropoda,yes
Q7YWB0,Other,Arthropoda,yes
A0A0K1YW63,Other,Arthropoda,yes
P02852,Other,Arthropoda,yes
Q7YWA6,Other,Arthropoda,yes
A0A6M6RE84,Other,Arthropoda,yes
Q7YWA9,Other,Arthropoda,yes
Q7YWA7,Other,Arthropoda,yes
Q7YWA8,Other,Arthropoda,yes
P81116,Other,Chordata,yes
Q7LZK8,Other,Chordata,no
P0C930,Other,Chordata,no
O93427,Other,Chordata,yes
P81509,Other,Chordata,no
P0DJL5,Other,Chordata,no
Q7T247,Other,Chordata,yes
P81996,Other,Chordata,no
Q7T2Q0,Other,Chordata,yes
Q9YI92,Other,Chordata,yes
Q9YGN4,Other,Chordata,yes
Q9DG31,Other,Chordata,yes
Q6TPH0,Other,Chordata,yes
Q6TPG9,Other,Chordata,yes
P86718,Other,Arthropoda,yes
P86719,Other,Arthropoda,yes
P0DN56,Other,Mollusca,yes
P0DN48,,Mollusca,yes
P0DN49,Other,Mollusca,yes
P0DN50,Other,Mollusca,yes
P0DXA0,Other,Arthropoda,yes
Q5D231,Other,Arthropoda,yes
Q5D232,Other,Arthropoda,yes
J3SFJ3,Other,Chordata,no
T1DKS4,Other,Chordata,no
A0A1D0BND9,Venom Kunitz-type family,Arthropoda,yes
P0CI07,,Mollusca,no
P56587,,Arthropoda,no
P82228,Other,Arthropoda,no
S0F1P1,Other,Arthropoda,yes
S0F1M9,Other,Arthropoda,yes
P86299,Other,Arthropoda,no
P85880,,Arthropoda,no
P86300,Other,Arthropoda,no
P86301,Other,Arthropoda,no
P84465,,Arthropoda,no
P84464,,Arthropoda,no
P0C294,Other,Arthropoda,yes
P60979,,Arthropoda,no
P83894,Other,Arthropoda,no
B6DCM9,Other,Arthropoda,yes
B6DCN0,Other,Arthropoda,yes
B6DCN1,Other,Arthropoda,yes
B6DCN2,Other,Arthropoda,yes
B6DCN3,Other,Arthropoda,yes
B6DCN4,Other,Arthropoda,yes
B6DCN5,Other,Arthropoda,yes
B6DCN6,Other,Arthropoda,yes
B6DCN7,Other,Arthropoda,yes
B6DCN8,Other,Arthropoda,yes
P0DPU9,Other,Arthropoda,yes
A0A348G5W0,Other,Arthropoda,yes
P0DPU3,,Arthropoda,yes
A0A6M3Z4E7,,Arthropoda,yes
P0DSJ7,Other,Arthropoda,yes
P0DUC0,Other,Arthropoda,yes
C0HL38,,Arthropoda,yes
P0DXZ4,,Arthropoda,yes
P0DSL1,Other,Arthropoda,no
P0DSL2,Other,Arthropoda,no
C0HKG8,Other,Arthropoda,yes
P0DSL3,Other,Arthropoda,no
P0DOC5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DUC2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
C0HKG9,Other,Arthropoda,yes
C0HJK1,,Arthropoda,no
P61509,Other,Arthropoda,no
P61510,Other,Arthropoda,no
P0DX56,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P83108,,Arthropoda,no
A0A0N7CSQ4,Other,Arthropoda,yes
A0A023W082,Other,Arthropoda,yes
P0DPV4,Other,Arthropoda,yes
A0A023VZM6,Other,Arthropoda,yes
A0A023W0U0,Other,Arthropoda,yes
A0A023W090,Other,Arthropoda,yes
P0DPX2,Other,Arthropoda,yes
P0DPX1,Other,Arthropoda,yes
P0DPX3,Other,Arthropoda,yes
P0DPX4,Other,Arthropoda,yes
P0DRC9,Other,Arthropoda,yes
P56854,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0CF02,,Arthropoda,no
C0HJH7,,Arthropoda,no
P0DV62,Other,Arthropoda,yes
P0DRD3,Other,Arthropoda,yes
P0DXT8,Other,Arthropoda,yes
P0DSI4,Other,Arthropoda,yes
P15967,Other,Arthropoda,no
B3EWT5,Other,Arthropoda,no
B3EWT6,Other,Arthropoda,no
B3EWT7,Other,Arthropoda,no
B3EWT8,Other,Arthropoda,no
B3EWT9,Other,Arthropoda,no
B3EWU0,Other,Arthropoda,no
B3EWV1,Other,Arthropoda,no
B3EWV2,Other,Arthropoda,no
B3EWV3,Other,Arthropoda,no
B3EWV4,Other,Arthropoda,no
B3EWV6,Other,Arthropoda,no
B3EWV7,Other,Arthropoda,no
B3EWU9,Other,Arthropoda,no
P84015,Other,Arthropoda,no
B3EWW5,Other,Arthropoda,no
B3EWW6,Other,Arthropoda,no
B3EWW7,Other,Arthropoda,no
B3EWW8,Other,Arthropoda,no
B3EWW9,Other,Arthropoda,no
