identifier,Protein families,Phylum,has_fragment,has_signal_peptide
P0C831,Conotoxin O1 superfamily,Mollusca,no,yes
P69763,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BP89,Conotoxin O1 superfamily,Mollusca,no,yes
D6C4L5,Conotoxin O1 superfamily,Mollusca,no,yes
Q3YED6,Conotoxin O1 superfamily,Mollusca,no,yes
P0C832,Conotoxin O1 superfamily,Mollusca,yes,no
Q9BP88,Conotoxin O1 superfamily,Mollusca,no,yes
P0CY66,Conotoxin O1 superfamily,Mollusca,yes,yes
D6C4L6,Conotoxin O1 superfamily,Mollusca,no,yes
B2KJ30,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BPA5,Conotoxin O1 superfamily,Mollusca,no,yes
Q5K0C8,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BP87,Conotoxin O1 superfamily,Mollusca,no,yes
P0CY67,Conotoxin O1 superfamily,Mollusca,yes,yes
D6C4L7,Conotoxin O1 superfamily,Mollusca,no,yes
Q9N669,Conotoxin O1 superfamily,Mollusca,yes,yes
Q3YEE4,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BPA4,Conotoxin O1 superfamily,Mollusca,no,yes
P0DW76,Conotoxin O1 superfamily,Mollusca,no,yes
Q9XZL5,Conotoxin O1 superfamily,Mollusca,no,yes
Q9TVY1,Conotoxin O1 superfamily,Mollusca,yes,yes
A0A3G6IHA6,Conotoxin O1 superfamily,Mollusca,yes,no
P69748,Conotoxin O1 superfamily,Mollusca,no,yes
P69749,Conotoxin O1 superfamily,Mollusca,no,yes
D6C4K0,Conotoxin O1 superfamily,Mollusca,no,yes
P69750,Conotoxin O1 superfamily,Mollusca,no,yes
P58917,Conotoxin O1 superfamily,Mollusca,no,yes
A0A0F6QDA5,Conotoxin O1 superfamily,Mollusca,yes,no
P0DW83,Conotoxin O1 superfamily,Mollusca,yes,no
P01522,Conotoxin O1 superfamily,Mollusca,no,yes
Q9TWM7,Conotoxin O1 superfamily,Mollusca,no,yes
Q9TVN1,Conotoxin O1 superfamily,Mollusca,yes,yes
P69753,Conotoxin O1 superfamily,Mollusca,no,yes
A0A384E129,Conotoxin O1 superfamily,Mollusca,no,yes
P56708,Conotoxin O1 superfamily,Mollusca,no,yes
P56710,Conotoxin O1 superfamily,Mollusca,no,no
P56712,Conotoxin O1 superfamily,Mollusca,no,yes
P58913,Conotoxin O1 superfamily,Mollusca,no,yes
P58914,Conotoxin O1 superfamily,Mollusca,no,no
P0DL67,Conotoxin O1 superfamily,Mollusca,no,no
P69757,Conotoxin O1 superfamily,Mollusca,no,yes
P28880,Conotoxin O1 superfamily,Mollusca,no,yes
P18511,Conotoxin O1 superfamily,Mollusca,no,yes
P0DL66,Conotoxin O1 superfamily,Mollusca,no,no
P58915,Conotoxin O1 superfamily,Mollusca,no,no
P69758,Conotoxin O1 superfamily,Mollusca,no,yes
Q86RA3,Conotoxin O1 superfamily,Mollusca,no,yes
Q9UA83,Conotoxin O1 superfamily,Mollusca,yes,yes
D2Y492,Conotoxin O1 superfamily,Mollusca,no,yes
P0CC13,Conotoxin O1 superfamily,Mollusca,no,no
P58918,Conotoxin O1 superfamily,Mollusca,no,no
P69752,Conotoxin O1 superfamily,Mollusca,no,no
Q9TW08,Conotoxin O1 superfamily,Mollusca,yes,yes
P69754,Conotoxin O1 superfamily,Mollusca,no,yes
Q26443,Conotoxin O1 superfamily,Mollusca,no,yes
P0DMA2,Conotoxin O1 superfamily,Mollusca,no,no
P56713,Conotoxin O1 superfamily,Mollusca,no,yes
P28881,Conotoxin O1 superfamily,Mollusca,no,yes
P24159,Conotoxin O1 superfamily,Mollusca,no,no
P69759,Conotoxin O1 superfamily,Mollusca,no,yes
Q8IS41,Conotoxin O1 superfamily,Mollusca,no,yes
Q7Z027,Conotoxin O1 superfamily,Mollusca,no,yes
Q9TVU1,Conotoxin O1 superfamily,Mollusca,yes,yes
P0CY70,Conotoxin O1 superfamily,Mollusca,yes,yes
D2Y497,Conotoxin O1 superfamily,Mollusca,yes,no
P0CC14,Conotoxin O1 superfamily,Mollusca,no,no
P58919,Conotoxin O1 superfamily,Mollusca,no,no
Q9TVF7,Conotoxin O1 superfamily,Mollusca,yes,yes
P69755,Conotoxin O1 superfamily,Mollusca,no,yes
Q5K0D6,Conotoxin O1 superfamily,Mollusca,no,yes
P69762,Conotoxin O1 superfamily,Mollusca,no,yes
Q5K0D0,Conotoxin O1 superfamily,Mollusca,no,yes
P69751,Conotoxin O1 superfamily,Mollusca,no,yes
Q9UA91,Conotoxin O1 superfamily,Mollusca,yes,yes
D2Y498,Conotoxin O1 superfamily,Mollusca,yes,no
P0CC15,Conotoxin O1 superfamily,Mollusca,no,no
P58920,Conotoxin O1 superfamily,Mollusca,no,yes
Q9TVF6,Conotoxin O1 superfamily,Mollusca,yes,yes
P69756,Conotoxin O1 superfamily,Mollusca,no,no
Q7Z028,Conotoxin O1 superfamily,Mollusca,no,yes
C7T183,Conotoxin O1 superfamily,Mollusca,yes,yes
C7T1P5,Conotoxin O1 superfamily,Mollusca,yes,yes
Q9UA85,Conotoxin O1 superfamily,Mollusca,yes,yes
P0CY72,Conotoxin O1 superfamily,Mollusca,yes,yes
D2Y499,Conotoxin O1 superfamily,Mollusca,no,yes
Q9N633,Conotoxin O1 superfamily,Mollusca,yes,yes
Q9XZK5,Conotoxin O1 superfamily,Mollusca,no,yes
Q9TVK3,Conotoxin O1 superfamily,Mollusca,yes,yes
P0DQD4,Conotoxin O1 superfamily,Mollusca,no,no
C7T1P4,Conotoxin O1 superfamily,Mollusca,yes,no
Q5K0D5,Conotoxin O1 superfamily,Mollusca,no,yes
Q9TVX4,Conotoxin O1 superfamily,Mollusca,yes,yes
D2Y4A1,Conotoxin O1 superfamily,Mollusca,yes,no
C7T1P3,Conotoxin O1 superfamily,Mollusca,yes,no
Q9UA95,Conotoxin O1 superfamily,Mollusca,yes,yes
Q3YEE2,Conotoxin O1 superfamily,Mollusca,no,yes
C7T1P2,Conotoxin O1 superfamily,Mollusca,yes,no
Q9TVR4,Conotoxin O1 superfamily,Mollusca,yes,yes
C7T1P1,Conotoxin O1 superfamily,Mollusca,yes,no
Q9UA93,Conotoxin O1 superfamily,Mollusca,yes,yes
C7T188,Conotoxin O1 superfamily,Mollusca,yes,yes
Q9U655,Conotoxin O1 superfamily,Mollusca,no,yes
P18512,Conotoxin O1 superfamily,Mollusca,no,yes
Q9UA71,Conotoxin O1 superfamily,Mollusca,yes,yes
C7T187,Conotoxin O1 superfamily,Mollusca,yes,yes
Q9U659,Conotoxin O1 superfamily,Mollusca,no,yes
Q9U654,Conotoxin O1 superfamily,Mollusca,no,yes
Q3YED8,Conotoxin O1 superfamily,Mollusca,no,yes
Q5K0D3,Conotoxin O1 superfamily,Mollusca,no,yes
Q9UA86,Conotoxin O1 superfamily,Mollusca,yes,yes
C7T186,Conotoxin O1 superfamily,Mollusca,yes,yes
Q9U645,Conotoxin O1 superfamily,Mollusca,no,yes
Q9UA72,Conotoxin O1 superfamily,Mollusca,yes,yes
C7T184,Conotoxin O1 superfamily,Mollusca,yes,yes
Q9U648,Conotoxin O1 superfamily,Mollusca,no,yes
Q9TVQ6,Conotoxin O1 superfamily,Mollusca,yes,yes
Q9XZK9,Conotoxin O1 superfamily,Mollusca,no,yes
Q9XZK2,Conotoxin O1 superfamily,Mollusca,no,yes
Q9XZL3,Conotoxin O1 superfamily,Mollusca,no,yes
Q9TVQ7,Conotoxin O1 superfamily,Mollusca,yes,yes
P0C833,Conotoxin O1 superfamily,Mollusca,no,yes
P0C903,Conotoxin O1 superfamily,Mollusca,no,yes
P0CY60,Conotoxin O1 superfamily,Mollusca,no,yes
P0CY68,Conotoxin O1 superfamily,Mollusca,yes,no
P0C1C8,Conotoxin O1 superfamily,Mollusca,no,no
P0C1C9,Conotoxin O1 superfamily,Mollusca,no,no
P05484,Conotoxin O1 superfamily,Mollusca,no,yes
P56633,Conotoxin O1 superfamily,Mollusca,no,yes
P0CY69,Conotoxin O1 superfamily,Mollusca,yes,yes
Q9UAB2,Conotoxin O1 superfamily,Mollusca,yes,yes
P05485,Conotoxin O1 superfamily,Mollusca,no,no
P37300,Conotoxin O1 superfamily,Mollusca,yes,no
P0CY71,Conotoxin O1 superfamily,Mollusca,yes,yes
Q26350,Conotoxin O1 superfamily,Mollusca,yes,no
P58916,Conotoxin O1 superfamily,Mollusca,no,no
X5IWS1,Conotoxin O1 superfamily,Mollusca,no,yes
P56714,Conotoxin O1 superfamily,Mollusca,no,yes
Q9U647,Conotoxin O1 superfamily,Mollusca,no,yes
Q5K0D2,Conotoxin O1 superfamily,Mollusca,no,yes
P0DTX2,Conotoxin O1 superfamily,Mollusca,no,yes
P0DTX3,Conotoxin O1 superfamily,Mollusca,no,yes
P0DTX4,Conotoxin O1 superfamily,Mollusca,no,yes
P18513,Conotoxin O1 superfamily,Mollusca,no,yes
A0A2I4QAG8,Conotoxin O1 superfamily,Mollusca,no,yes
Q9XZK8,Conotoxin O1 superfamily,Mollusca,no,yes
P0DP96,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
F8J2D0,Phospholipase A2 family,Chordata,no,yes
Q3C2C2,Phospholipase A2 family,Echinodermata,no,yes
P85062,Phospholipase A2 family,Chordata,yes,no
A0A411EZW9,Phospholipase A2 family,Chordata,no,yes
P0DUN2,Phospholipase A2 family,Chordata,no,no
P24644,Phospholipase A2 family,Chordata,yes,no
P0DQP6,Phospholipase A2 family,Chordata,yes,no
P86529,Phospholipase A2 family,Chordata,yes,no
P21790,Phospholipase A2 family,Chordata,yes,no
P25072,Phospholipase A2 family,Chordata,yes,no
Q4VRI5,Phospholipase A2 family,Chordata,no,yes
P0DPT7,Phospholipase A2 family,Arthropoda,no,yes
F8J2D2,Phospholipase A2 family,Chordata,no,yes
F5CPF0,Phospholipase A2 family,Chordata,no,yes
Q3C2C1,Phospholipase A2 family,Echinodermata,no,yes
P85060,Phospholipase A2 family,Chordata,yes,no
P0DUN1,Phospholipase A2 family,Chordata,no,no
P24645,Phospholipase A2 family,Chordata,yes,no
P0C933,Phospholipase A2 family,Chordata,yes,no
P21791,Phospholipase A2 family,Chordata,yes,no
P86120,Phospholipase A2 family,Arthropoda,yes,no
Q45Z47,Phospholipase A2 family,Chordata,no,yes
P0DPT8,Phospholipase A2 family,Arthropoda,yes,no
F5CPF1,Phospholipase A2 family,Chordata,no,yes
P85061,Phospholipase A2 family,Chordata,yes,no
P0DUN0,Phospholipase A2 family,Chordata,yes,no
P0DMK1,Phospholipase A2 family,Chordata,yes,no
P0CV89,Phospholipase A2 family,Chordata,yes,no
P16354,Phospholipase A2 family,Chordata,no,no
P21792,Phospholipase A2 family,Chordata,yes,no
P86542,Phospholipase A2 family,Chordata,yes,no
P0DPT9,Phospholipase A2 family,Arthropoda,no,yes
Q9PRG0,Phospholipase A2 family,Chordata,no,yes
P0DUN3,Phospholipase A2 family,Chordata,yes,no
C0HJU3,Phospholipase A2 family,Chordata,yes,no
C9DPL5,Phospholipase A2 family,Chordata,no,no
Q75S48,Phospholipase A2 family,Chordata,no,yes
Q6SLM2,Phospholipase A2 family,Chordata,yes,yes
Q7T2Q5,Phospholipase A2 family,Chordata,no,yes
P0CAR9,Phospholipase A2 family,Chordata,no,yes
P20476,Phospholipase A2 family,Chordata,no,yes
A8CG86,Phospholipase A2 family,Chordata,no,yes
Q7T3S7,Phospholipase A2 family,Chordata,no,yes
P24293,Phospholipase A2 family,Chordata,no,no
P0C932,Phospholipase A2 family,Chordata,yes,no
P00611,Phospholipase A2 family,Chordata,no,yes
C3W4R6,Phospholipase A2 family,Chordata,no,yes
C0HKB8,Phospholipase A2 family,Chordata,no,no
P00598,Phospholipase A2 family,Chordata,no,yes
P00596,Phospholipase A2 family,Chordata,no,yes
P00602,Phospholipase A2 family,Chordata,no,no
P80966,Phospholipase A2 family,Chordata,no,yes
P00625,Phospholipase A2 family,Chordata,no,yes
P06859,Phospholipase A2 family,Chordata,no,yes
Q91506,Phospholipase A2 family,Chordata,no,no
Q9W7J4,Phospholipase A2 family,Chordata,no,yes
Q45Z30,Phospholipase A2 family,Chordata,no,yes
Q910A1,Phospholipase A2 family,Chordata,no,yes
F8QN52,Phospholipase A2 family,Chordata,no,yes
C1IC46,Phospholipase A2 family,Chordata,yes,yes
P07037,Phospholipase A2 family,Chordata,no,no
P00621,Phospholipase A2 family,Chordata,no,no
P86389,Phospholipase A2 family,Chordata,no,no
P0DUN4,Phospholipase A2 family,Chordata,yes,no
P84397,Phospholipase A2 family,Chordata,yes,no
Q7T2Q4,Phospholipase A2 family,Chordata,no,yes
P0CAS0,Phospholipase A2 family,Chordata,no,yes
P81478,Phospholipase A2 family,Chordata,no,no
A8CG87,Phospholipase A2 family,Chordata,no,yes
A8CG78,Phospholipase A2 family,Chordata,no,yes
P24294,Phospholipase A2 family,Chordata,no,no
P80003,Phospholipase A2 family,Chordata,no,no
B6CQR5,Phospholipase A2 family,Chordata,no,yes
Q91133,Phospholipase A2 family,Chordata,no,yes
P00597,Phospholipase A2 family,Chordata,no,yes
P00600,Phospholipase A2 family,Chordata,no,no
P15445,Phospholipase A2 family,Chordata,no,no
P60044,Phospholipase A2 family,Chordata,yes,no
Q9DF33,Phospholipase A2 family,Chordata,no,yes
Q9I968,Phospholipase A2 family,Chordata,no,yes
Q9W7J3,Phospholipase A2 family,Chordata,no,yes
Q45Z29,Phospholipase A2 family,Chordata,no,yes
F8QN53,Phospholipase A2 family,Chordata,no,yes
C1IC45,Phospholipase A2 family,Chordata,yes,yes
Q6YNQ0,Phospholipase A2 family,Chordata,yes,yes
P00619,Phospholipase A2 family,Chordata,no,yes
P81480,Phospholipase A2 family,Chordata,no,no
P00601,Phospholipase A2 family,Chordata,no,no
P60045,Phospholipase A2 family,Chordata,yes,no
P20251,Phospholipase A2 family,Chordata,no,no
Q45Z28,Phospholipase A2 family,Chordata,no,yes
F8QN51,Phospholipase A2 family,Chordata,no,yes
Q9PUI0,Phospholipase A2 family,Chordata,no,yes
P86456,Phospholipase A2 family,Chordata,no,no
P17934,Phospholipase A2 family,Chordata,no,yes
P81479,Phospholipase A2 family,Chordata,no,no
P59170,Phospholipase A2 family,Chordata,no,yes
Q6T179,Phospholipase A2 family,Chordata,yes,yes
P82895,Phospholipase A2 family,Chordata,yes,no
Q45Z27,Phospholipase A2 family,Chordata,no,yes
Q9PUH9,Phospholipase A2 family,Chordata,no,yes
P59171,Phospholipase A2 family,Chordata,no,yes
P59172,Phospholipase A2 family,Chordata,no,yes
O42189,Phospholipase A2 family,Chordata,no,no
Q8UW31,Phospholipase A2 family,Chordata,no,yes
Q5G291,Phospholipase A2 family,Chordata,yes,yes
P82896,Phospholipase A2 family,Chordata,no,no
Q45Z26,Phospholipase A2 family,Chordata,no,yes
Q9PUH8,Phospholipase A2 family,Chordata,no,yes
Q90251,Phospholipase A2 family,Chordata,yes,yes
P70088,Phospholipase A2 family,Chordata,no,yes
D6MKR0,Phospholipase A2 family,Chordata,no,yes
O42190,Phospholipase A2 family,Chordata,no,no
Q5G290,Phospholipase A2 family,Chordata,yes,yes
Q45Z25,Phospholipase A2 family,Chordata,no,yes
Q9PUH7,Phospholipase A2 family,Chordata,no,yes
Q9PWR6,Phospholipase A2 family,Chordata,no,yes
P31100,Phospholipase A2 family,Chordata,no,yes
O42191,Phospholipase A2 family,Chordata,no,no
Q9YGJ7,Phospholipase A2 family,Chordata,no,yes
O42192,Phospholipase A2 family,Chordata,no,no
P86523,Phospholipase A2 family,Chordata,yes,no
Q9PUH4,Phospholipase A2 family,Chordata,no,yes
Q9PVF1,Phospholipase A2 family,Chordata,yes,yes
Q2YHJ6,Phospholipase A2 family,Chordata,no,yes
P0DJR1,Phospholipase A2 family,Chordata,yes,no
Q800C4,Phospholipase A2 family,Chordata,no,yes
Q7T2R1,Phospholipase A2 family,Chordata,no,yes
P0DKR3,Phospholipase A2 family,Chordata,no,no
Q6H3D0,Phospholipase A2 family,Chordata,no,yes
Q9PUH3,Phospholipase A2 family,Chordata,no,yes
Q802I1,Phospholipase A2 family,Chordata,yes,yes
Q9PVF0,Phospholipase A2 family,Chordata,yes,yes
Q2YHJ5,Phospholipase A2 family,Chordata,no,no
P0DJR2,Phospholipase A2 family,Chordata,yes,no
Q7ZTA6,Phospholipase A2 family,Chordata,no,yes
Q7T3T5,Phospholipase A2 family,Chordata,yes,yes
P0DKR4,Phospholipase A2 family,Chordata,yes,no
P0DJP6,Phospholipase A2 family,Chordata,yes,no
Q9PUH2,Phospholipase A2 family,Chordata,no,yes
Q9PVE9,Phospholipase A2 family,Chordata,no,yes
P0DJP4,Phospholipase A2 family,Chordata,yes,no
P0DJM5,Phospholipase A2 family,Chordata,yes,no
Q92086,Phospholipase A2 family,Chordata,no,yes
Q6H3C9,Phospholipase A2 family,Chordata,no,yes
Q9PUH1,Phospholipase A2 family,Chordata,no,yes
Q7ZTA7,Phospholipase A2 family,Chordata,no,yes
Q9I900,Phospholipase A2 family,Chordata,no,yes
Q6H3C7,Phospholipase A2 family,Chordata,no,yes
Q9PUH0,Phospholipase A2 family,Chordata,no,yes
Q9PVF2,Phospholipase A2 family,Chordata,no,yes
Q7ZTA8,Phospholipase A2 family,Chordata,no,yes
P25498,Phospholipase A2 family,Chordata,no,no
Q9PSN5,Phospholipase A2 family,Chordata,no,no
P0DJP7,Phospholipase A2 family,Chordata,yes,no
Q9PUG9,Phospholipase A2 family,Chordata,no,yes
Q800C3,Phospholipase A2 family,Chordata,no,yes
Q6H3C8,Phospholipase A2 family,Chordata,no,yes
Q9PUG8,Phospholipase A2 family,Chordata,no,yes
Q800C2,Phospholipase A2 family,Chordata,no,yes
P0DJP8,Phospholipase A2 family,Chordata,yes,no
Q9PUG7,Phospholipase A2 family,Chordata,no,yes
Q800C1,Phospholipase A2 family,Chordata,no,yes
P0DJP9,Phospholipase A2 family,Chordata,yes,no
Q6H3C6,Phospholipase A2 family,Chordata,no,no
Q92147,Phospholipase A2 family,Chordata,no,yes
P08872,Phospholipase A2 family,Chordata,no,yes
P00620,Phospholipase A2 family,Chordata,no,no
P86907,Phospholipase A2 family,Chordata,no,no
Q2HZ28,Phospholipase A2 family,Chordata,no,yes
P0DMH0,Phospholipase A2 family,Chordata,yes,no
Q8QG87,Phospholipase A2 family,Chordata,no,yes
P81243,Phospholipase A2 family,Chordata,no,no
Q8AXY1,Phospholipase A2 family,Chordata,no,yes
P0DJ62,Phospholipase A2 family,Chordata,yes,no
G3DT18,Phospholipase A2 family,Chordata,no,yes
D0UGJ0,Phospholipase A2 family,Chordata,no,yes
Q9I8F8,Phospholipase A2 family,Chordata,no,no
Q6YIJ3,Phospholipase A2 family,Chordata,yes,yes
P0C551,Phospholipase A2 family,Chordata,yes,no
P00606,Phospholipase A2 family,Chordata,no,yes
P21789,Phospholipase A2 family,Chordata,no,no
Q2YHJ3,Phospholipase A2 family,Chordata,no,yes
P00623,Phospholipase A2 family,Chordata,no,yes
P00624,Phospholipase A2 family,Chordata,no,yes
Q98996,Phospholipase A2 family,Chordata,no,yes
P0DJP5,Phospholipase A2 family,Chordata,yes,no
Q7SID6,Phospholipase A2 family,Chordata,no,no
P20249,Phospholipase A2 family,Chordata,no,no
P14418,Phospholipase A2 family,Chordata,no,no
Q7LZQ4,Phospholipase A2 family,Chordata,no,no
C0HMB2,Phospholipase A2 family,Chordata,no,no
P84651,Phospholipase A2 family,Chordata,no,no
B5U6Z2,Phospholipase A2 family,Chordata,no,yes
A4FS04,Phospholipase A2 family,Chordata,no,no
P20146,Phospholipase A2 family,Chordata,no,yes
Q9DF56,Phospholipase A2 family,Chordata,no,yes
P0DJJ7,Phospholipase A2 family,Chordata,yes,no
B3EWG8,Phospholipase A2 family,Chordata,yes,no
Q2PG83,Phospholipase A2 family,Chordata,no,yes
Q8JIY9,Phospholipase A2 family,Chordata,no,yes
P20250,Phospholipase A2 family,Chordata,no,no
A8E2V8,Phospholipase A2 family,Chordata,no,yes
Q8UW08,Phospholipase A2 family,Chordata,no,yes
P81236,Phospholipase A2 family,Chordata,no,no
C0HKC4,Phospholipase A2 family,Chordata,no,no
P51972,Phospholipase A2 family,Chordata,no,no
C0HM79,Phospholipase A2 family,Chordata,yes,no
P0DQP9,Phospholipase A2 family,Chordata,yes,no
P86803,Phospholipase A2 family,Chordata,no,no
P0C8M1,Phospholipase A2 family,Chordata,no,no
P0DM51,Phospholipase A2 family,Chordata,yes,no
Q8AY48,Phospholipase A2 family,Chordata,yes,yes
Q8QFW4,Phospholipase A2 family,Chordata,no,yes
Q90WA7,Phospholipase A2 family,Chordata,no,yes
Q7T1R0,Phospholipase A2 family,Chordata,no,yes
P00617,Phospholipase A2 family,Chordata,no,yes
P0DJM9,Phospholipase A2 family,Chordata,yes,no
P0DJN1,Phospholipase A2 family,Chordata,yes,no
P62023,Phospholipase A2 family,Chordata,no,yes
P0DJN0,Phospholipase A2 family,Chordata,yes,no
A8CG89,Phospholipase A2 family,Chordata,no,yes
A8CG82,Phospholipase A2 family,Chordata,no,yes
P00595,Phospholipase A2 family,Chordata,no,no
P0C942,Phospholipase A2 family,Chordata,no,no
Q8UUI0,Phospholipase A2 family,Chordata,no,yes
C0HKB9,Phospholipase A2 family,Chordata,no,no
P0CAS9,Phospholipase A2 family,Chordata,yes,no
P00599,Phospholipase A2 family,Chordata,no,no
P0DKU3,Phospholipase A2 family,Chordata,yes,no
P60043,Phospholipase A2 family,Chordata,yes,no
Q2PG81,Phospholipase A2 family,Chordata,no,yes
P0DJJ8,Phospholipase A2 family,Chordata,no,yes
Q1RP79,Phospholipase A2 family,Chordata,no,yes
P81237,Phospholipase A2 family,Chordata,no,no
Q9PSF9,Phospholipase A2 family,Chordata,yes,no
Q9PUI1,Phospholipase A2 family,Chordata,no,yes
P45881,Phospholipase A2 family,Chordata,no,yes
P86804,Phospholipase A2 family,Chordata,no,no
P0DM52,Phospholipase A2 family,Chordata,yes,no
Q8AY47,Phospholipase A2 family,Chordata,yes,yes
Q8QFW3,Phospholipase A2 family,Chordata,no,yes
Q90WA8,Phospholipase A2 family,Chordata,no,yes
Q7T1R1,Phospholipase A2 family,Chordata,no,yes
P00618,Phospholipase A2 family,Chordata,no,yes
P0DJN3,Phospholipase A2 family,Chordata,yes,no
P0DJN4,Phospholipase A2 family,Chordata,yes,no
A8CG90,Phospholipase A2 family,Chordata,no,yes
P0C943,Phospholipase A2 family,Chordata,no,no
P10116,Phospholipase A2 family,Chordata,no,no
P00603,Phospholipase A2 family,Chordata,no,no
P0DKU4,Phospholipase A2 family,Chordata,yes,no
P08873,Phospholipase A2 family,Chordata,no,yes
P0DJJ9,Phospholipase A2 family,Chordata,no,yes
P0DKR5,Phospholipase A2 family,Chordata,no,no
Q6EER3,Phospholipase A2 family,Chordata,no,yes
P82893,Phospholipase A2 family,Chordata,yes,no
Q1RP78,Phospholipase A2 family,Chordata,no,yes
P20474,Phospholipase A2 family,Chordata,no,yes
P0DQQ0,Phospholipase A2 family,Chordata,no,no
B3A0N3,Phospholipase A2 family,Chordata,yes,no
Q6SLM0,Phospholipase A2 family,Chordata,yes,yes
P00629,Phospholipase A2 family,Chordata,yes,no
P0DJN5,Phospholipase A2 family,Chordata,yes,no
P0DJN7,Phospholipase A2 family,Chordata,yes,no
P86368,Phospholipase A2 family,Chordata,no,no
P00612,Phospholipase A2 family,Chordata,no,no
P00604,Phospholipase A2 family,Chordata,no,no
C7G1G6,Phospholipase A2 family,Chordata,no,yes
P0DJN8,Phospholipase A2 family,Chordata,yes,no
Q75S51,Phospholipase A2 family,Chordata,no,yes
Q02471,Phospholipase A2 family,Chordata,no,yes
P00613,Phospholipase A2 family,Chordata,no,no
P00605,Phospholipase A2 family,Chordata,no,no
Q6SLM1,Phospholipase A2 family,Chordata,yes,yes
P59018,Phospholipase A2 family,Chordata,yes,yes
P84674,Phospholipase A2 family,Chordata,no,no
P00609,Phospholipase A2 family,Chordata,no,no
P00627,Phospholipase A2 family,Chordata,yes,no
P0CAS1,Phospholipase A2 family,Chordata,yes,no
P0CAS2,Phospholipase A2 family,Chordata,no,no
Q9PU97,Phospholipase A2 family,Chordata,yes,yes
Q8UW30,Phospholipase A2 family,Chordata,no,yes
Q9PUH6,Phospholipase A2 family,Chordata,no,yes
P59071,Phospholipase A2 family,Chordata,no,no
C0HKC3,Phospholipase A2 family,Chordata,no,yes
Q9PUH5,Phospholipase A2 family,Chordata,no,yes
P86805,Phospholipase A2 family,Chordata,no,no
Q8UUH9,Phospholipase A2 family,Chordata,no,yes
P20253,Phospholipase A2 family,Chordata,no,no
P84475,Phospholipase A2 family,Chordata,yes,no
P14411,Phospholipase A2 family,Chordata,yes,no
Q9PTA1,Phospholipase A2 family,Chordata,yes,yes
P86806,Phospholipase A2 family,Chordata,no,no
P86169,Phospholipase A2 family,Chordata,no,no
P24027,Phospholipase A2 family,Chordata,no,yes
Q9I847,Phospholipase A2 family,Chordata,no,yes
P81166,Phospholipase A2 family,Chordata,no,no
P59264,Phospholipase A2 family,Chordata,no,no
P20254,Phospholipase A2 family,Chordata,no,no
P20258,Phospholipase A2 family,Chordata,no,no
P23026,Phospholipase A2 family,Chordata,no,yes
P0DJQ0,Phospholipase A2 family,Chordata,yes,no
P00626,Phospholipase A2 family,Chordata,no,yes
P0CG56,Phospholipase A2 family,Chordata,no,no
P0DJN6,Phospholipase A2 family,Chordata,yes,no
O42187,Phospholipase A2 family,Chordata,no,yes
P81167,Phospholipase A2 family,Chordata,no,no
P59265,Phospholipase A2 family,Chordata,no,no
P04056,Phospholipase A2 family,Chordata,no,no
P20259,Phospholipase A2 family,Chordata,no,no
Q6EER2,Phospholipase A2 family,Chordata,no,yes
Q6H3C5,Phospholipase A2 family,Chordata,no,no
P14424,Phospholipase A2 family,Chordata,no,yes
Q9PTA6,Phospholipase A2 family,Chordata,yes,yes
P0CAS3,Phospholipase A2 family,Chordata,no,no
P62022,Phospholipase A2 family,Chordata,no,yes
C0HK05,Phospholipase A2 family,Chordata,yes,no
A0A193CHJ5,Phospholipase A2 family,Chordata,no,yes
Q9I845,Phospholipase A2 family,Chordata,no,yes
P20256,Phospholipase A2 family,Chordata,no,no
P11407,Phospholipase A2 family,Chordata,no,yes
P86974,Phospholipase A2 family,Chordata,no,no
Q7LZQ6,Phospholipase A2 family,Chordata,yes,no
Q9PTA5,Phospholipase A2 family,Chordata,yes,yes
P0CAS4,Phospholipase A2 family,Chordata,no,no
C0HM14,Phospholipase A2 family,Chordata,yes,no
C0HK16,Phospholipase A2 family,Chordata,no,no
Q9I844,Phospholipase A2 family,Chordata,no,yes
P04057,Phospholipase A2 family,Chordata,no,no
P0CAS5,Phospholipase A2 family,Chordata,no,no
Q9I843,Phospholipase A2 family,Chordata,no,yes
P20257,Phospholipase A2 family,Chordata,no,no
P0CAS6,Phospholipase A2 family,Chordata,no,no
Q9I842,Phospholipase A2 family,Chordata,no,yes
P20255,Phospholipase A2 family,Chordata,no,no
P0CAS7,Phospholipase A2 family,Chordata,no,no
Q9I837,Phospholipase A2 family,Chordata,no,yes
Q8UUH8,Phospholipase A2 family,Chordata,no,yes
P0DJM8,Phospholipase A2 family,Chordata,yes,no
Q8UUH7,Phospholipase A2 family,Chordata,no,yes
Q71QE8,Phospholipase A2 family,Chordata,no,yes
Q805A2,Phospholipase A2 family,Chordata,no,yes
Q8JIG0,Phospholipase A2 family,Chordata,no,yes
A8CG84,Phospholipase A2 family,Chordata,no,yes
P84472,Phospholipase A2 family,Chordata,yes,no
Q90W39,Phospholipase A2 family,Chordata,no,yes
P84474,Phospholipase A2 family,Chordata,yes,no
P00628,Phospholipase A2 family,Chordata,yes,no
Q02517,Phospholipase A2 family,Chordata,no,yes
