identifier,Protein families,Fragment,Phylum,Habitat,Class,Order
A8CG84,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
F8QN50,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P84472,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q90W39,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P84474,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P00628,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q02517,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P06860,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q90Y77,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P59359,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DKT6,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P00622,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P0CAR8,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
C0HJL8,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q6EER4,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9DF52,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
A6MEY4,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9PTA7,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q6EER5,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P81458,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q1ZY03,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P04417,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P18997,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P00610,Phospholipase A2 family,,Chordata,marine,Lepidosauria,Squamata
P19000,Phospholipase A2 family,,Chordata,marine,Lepidosauria,Squamata
Q9I846,Phospholipase A2 family,,Chordata,marine,Lepidosauria,Squamata
Q8AXW7,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P14556,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P00608,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DJM6,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0DJM7,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P20252,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q6EER6,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q2YHJ2,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
A8E2V9,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q2YHJ7,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P14420,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q8JFG0,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q10755,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P31854,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P31859,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
F8QN54,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DKT7,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0DKT8,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0DKT9,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0DKU0,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P20260,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0CAT0,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0CAT1,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P49121,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q6JK69,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P82114,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DMJ9,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P58399,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P10117,Phospholipase A2 family,,Chordata,marine,Lepidosauria,Squamata
P0CAS8,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P00607,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P24605,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9I834,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DMK0,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P82287,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P81165,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9PVE3,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9PRT7,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P70090,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P70089,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P0C616,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P29601,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q2YHJ9,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P86524,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
C0HKC1,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P04361,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
C0HKC2,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P82950,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P86453,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P86975,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9PVF3,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q8UVU7,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
G9I930,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q3HLQ4,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q2YHJ4,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q2YHJ8,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P86525,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0DJQ1,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q6H3D6,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q6H3D4,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q6H3D2,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q6H3D3,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q6H3D7,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q6H3D5,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q6H3D1,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DJQ2,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P17935,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q2PWA3,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P48650,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DMT3,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DMT2,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
B5U6Y4,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DMT1,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DI92,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q9IAT9,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P80963,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q8UVZ7,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
O57385,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
O42188,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DKU1,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q92152,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P84776,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P22640,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q8JFG1,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q10754,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
A4VBF0,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P34180,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P14615,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q92084,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q92085,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DKX1,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P14421,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q45Z42,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q45Z46,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P59067,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P59068,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P59069,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P59070,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P00614,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P00615,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P0CG57,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P00616,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
Q7LZG2,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0DP54,Phospholipase A2 family,,Chordata,marine,Actinopteri,Other
P0DM49,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0DM50,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q8WS88,Phospholipase A2 family,,Cnidaria,marine,Anthozoa,Actiniaria
Q6PXP0,Phospholipase A2 family,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9BMK4,Phospholipase A2 family,,Arthropoda,terrestrial,Insecta,Hymenoptera
Q7M4I5,Phospholipase A2 family,,Arthropoda,terrestrial,Insecta,Hymenoptera
P00630,Phospholipase A2 family,,Arthropoda,terrestrial,Insecta,Hymenoptera
P59066,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q7M4I6,Phospholipase A2 family,,Arthropoda,terrestrial,Insecta,Hymenoptera
P82971,Phospholipase A2 family,,Arthropoda,terrestrial,Insecta,Hymenoptera
Q9PRZ0,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
C0HJC1,Phospholipase A2 family,,Chordata,terrestrial,Lepidosauria,Squamata
P86780,Phospholipase A2 family,fragment,Cnidaria,marine,Anthozoa,Actiniaria
B3EWQ8,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
D2X8K2,Phospholipase A2 family,,Cnidaria,marine,Anthozoa,Actiniaria
P18999,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0C8L9,Phospholipase A2 family,,Arthropoda,terrestrial,Arachnida,Scorpiones
P04362,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q3YAU5,Phospholipase A2 family,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DMI6,Phospholipase A2 family,,Arthropoda,terrestrial,Arachnida,Scorpiones
B3EWP6,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q6T178,Phospholipase A2 family,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q7LZG5,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0DKU2,Phospholipase A2 family,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q7LZG3,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P43318,Phospholipase A2 family,fragment,Cnidaria,marine,Other,Other
C1JAR9,Phospholipase A2 family,,Arthropoda,terrestrial,Chilopoda,Scolopendromorpha
P84736,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
A7LCJ2,Phospholipase A2 family,,Cnidaria,marine,Anthozoa,Actiniaria
I7GQA7,Phospholipase A2 family,,Arthropoda,terrestrial,Insecta,Hymenoptera
Q7M3V4,,,Arthropoda,terrestrial,Insecta,Hymenoptera
Q7M3V3,,,Arthropoda,terrestrial,Insecta,Hymenoptera
P81863,Other,fragment,Chordata,marine,Actinopteri,Pleuronectiformes
P81865,Other,,Chordata,marine,Actinopteri,Pleuronectiformes
P81864,Other,fragment,Chordata,marine,Actinopteri,Pleuronectiformes
P23067,Other,,Chordata,marine,Actinopteri,Pleuronectiformes
P81866,Other,,Chordata,marine,Actinopteri,Pleuronectiformes
P81861,Other,,Chordata,marine,Actinopteri,Pleuronectiformes
P81862,Other,,Chordata,marine,Actinopteri,Pleuronectiformes
P86821,,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P82414,,,Arthropoda,terrestrial,Insecta,Hymenoptera
P82415,,,Arthropoda,terrestrial,Insecta,Hymenoptera
P82416,,,Arthropoda,terrestrial,Insecta,Hymenoptera
P82417,,,Arthropoda,terrestrial,Insecta,Hymenoptera
P82418,,,Arthropoda,terrestrial,Insecta,Hymenoptera
P82419,,,Arthropoda,terrestrial,Insecta,Hymenoptera
P82420,,,Arthropoda,terrestrial,Insecta,Hymenoptera
P82421,,,Arthropoda,terrestrial,Insecta,Hymenoptera
P82422,,,Arthropoda,terrestrial,Insecta,Hymenoptera
C0HK45,,,Arthropoda,terrestrial,Insecta,Hymenoptera
C0HK46,,,Arthropoda,terrestrial,Insecta,Hymenoptera
C0HK47,,,Arthropoda,terrestrial,Insecta,Hymenoptera
P82425,,,Arthropoda,terrestrial,Insecta,Hymenoptera
P82426,,,Arthropoda,terrestrial,Insecta,Hymenoptera
P82428,,,Arthropoda,terrestrial,Insecta,Hymenoptera
J3SEZ3,Other,,Chordata,terrestrial,Lepidosauria,Squamata
J3SBP3,Other,,Chordata,terrestrial,Lepidosauria,Squamata
W4VSC2,,,Arthropoda,terrestrial,Arachnida,Araneae
P0DP56,Other,,Chordata,marine,Actinopteri,Other
C0HJW4,Short scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
C0HJP9,Phospholipase A2 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
F8S101,Other,,Chordata,terrestrial,Lepidosauria,Squamata
F8J2D3,Other,,Chordata,terrestrial,Lepidosauria,Squamata
A0A1L4BJ98,Arthropod phospholipase D family,,Arthropoda,terrestrial,Arachnida,Scorpiones
K9USW8,Arthropod phospholipase D family,,Arthropoda,terrestrial,Arachnida,Araneae
E5D3Z8,Arthropod phospholipase D family,,Arthropoda,terrestrial,Arachnida,Araneae
E5D3Z9,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P0DM60,Arthropod phospholipase D family,,Arthropoda,terrestrial,Arachnida,Araneae
P84388,,,Arthropoda,terrestrial,Insecta,Hymenoptera
P84389,,,Arthropoda,terrestrial,Insecta,Hymenoptera
P69391,,,Arthropoda,terrestrial,Insecta,Hymenoptera
P69392,,,Arthropoda,terrestrial,Insecta,Hymenoptera
P84032,,,Arthropoda,terrestrial,Arachnida,Araneae
P84033,Peptidase S1 family,,Arthropoda,terrestrial,Arachnida,Araneae
C0HJY4,,,Arthropoda,terrestrial,Insecta,Hymenoptera
C0HJY5,,,Arthropoda,terrestrial,Insecta,Hymenoptera
C0HJY6,,,Arthropoda,terrestrial,Insecta,Hymenoptera
C0HJY7,,,Arthropoda,terrestrial,Insecta,Hymenoptera
C0HJY8,,,Arthropoda,terrestrial,Insecta,Hymenoptera
C0HJY9,,,Arthropoda,terrestrial,Insecta,Hymenoptera
C0HJZ0,,,Arthropoda,terrestrial,Insecta,Hymenoptera
P86295,,,Chordata,marine,Other,Other
P41736,,,Arthropoda,terrestrial,Insecta,Hymenoptera
P0CV91,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P69437,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P86147,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P0C1R0,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P0C1R1,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
C0HKQ9,,,Arthropoda,terrestrial,Insecta,Hymenoptera
P58606,Other,,Arthropoda,terrestrial,Insecta,Other
B3EWN0,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
B3EWN1,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0C8G6,,,Mollusca,terrestrial,Gastropoda,Other
P0C8G7,,,Mollusca,terrestrial,Gastropoda,Other
E2E4L2,Other,,Chordata,terrestrial,Lepidosauria,Squamata
A7ISW2,Other,,Chordata,terrestrial,Lepidosauria,Squamata
A7ISW1,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q9YIB5,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P0CV92,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q90YA8,Other,,Chordata,terrestrial,Lepidosauria,Squamata
J3S9D9,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q9NJC5,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9NJC7,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9GQW3,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9NJC8,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9GNG8,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9GQV6,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9NJC4,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P58570,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P84676,,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P60264,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P84677,,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P59899,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P84678,,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P84679,,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P84680,,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P84681,,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P84682,,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P84683,,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P84684,,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P84686,,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P84689,,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P84690,,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P84691,,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P84692,,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P84694,,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9GYX2,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9GUA7,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q4TUA4,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
G4V3T9,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
Q95P69,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9UAC9,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9UAC8,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0C5H3,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P82815,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
M4GX67,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9NBW2,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q95WD2,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q56TT9,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0C8X7,Short scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P0C8X6,Short scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P45661,Short scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
Q7M463,,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q7Z0F1,,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q7Z0H4,,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q7Z0H5,,,Arthropoda,terrestrial,Arachnida,Scorpiones
O96669,,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P56678,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P59356,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P59357,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P58488,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9BKJ1,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9BKJ0,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
C9X4J9,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
C9X4K0,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
C9X4K1,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0C1X7,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
C9X4K3,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
C9X4K4,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
C9X4J8,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
C9X4K6,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
C9X4K7,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
C9X4K8,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
C0H693,Other,,Cnidaria,marine,Anthozoa,Scleractinia
C0H694,Other,,Cnidaria,marine,Anthozoa,Scleractinia
C0H690,Other,,Cnidaria,marine,Anthozoa,Scleractinia
C1KIY9,Other,,Cnidaria,marine,Anthozoa,Scleractinia
C0H691,Other,,Cnidaria,marine,Anthozoa,Scleractinia
C1KIZ0,Other,,Cnidaria,marine,Anthozoa,Scleractinia
C0H692,Other,,Cnidaria,marine,Anthozoa,Scleractinia
C1KIZ3,Other,,Cnidaria,marine,Anthozoa,Scleractinia
C1KIZ4,Other,,Cnidaria,marine,Anthozoa,Scleractinia
C1KIZ5,Other,,Cnidaria,marine,Anthozoa,Scleractinia
B2ZG38,Other,,Cnidaria,marine,Anthozoa,Scleractinia
P0DL61,Other,fragment,Cnidaria,marine,Anthozoa,Actiniaria
P0DL60,Other,,Cnidaria,marine,Anthozoa,Actiniaria
Q95P89,,,Arthropoda,terrestrial,Arachnida,Scorpiones
E7CAU3,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
Q68PG5,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q1I176,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
H1ZZH9,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q68PG4,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0CF76,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
Q1I173,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
H1ZZI0,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q68PG3,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P63019,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
E7CLN6,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
Q1I172,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
H1ZZI1,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q68PG2,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
C0HK69,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
E7CLN7,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
H1ZZI2,,,Arthropoda,terrestrial,Arachnida,Scorpiones
H1ZZI3,,,Arthropoda,terrestrial,Arachnida,Scorpiones
H1ZZI4,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
E7CLN8,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
