identifier,Protein families,Fragment,Phylum,Habitat,Class,Order
B1NWU3,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0DL50,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0C1F3,Other,,Cnidaria,marine,Anthozoa,Actiniaria
B1NWU4,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0DL51,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0DL52,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0DL53,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0DL54,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0C5F4,Other,,Cnidaria,marine,Anthozoa,Actiniaria
B1NWT7,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P01528,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0DL49,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P10454,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0C5F9,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0C1F4,Other,,Cnidaria,marine,Anthozoa,Actiniaria
B1NWU5,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0C1F1,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P69928,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0C5G0,Other,,Cnidaria,marine,Anthozoa,Actiniaria
Q7M425,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0C1F5,Other,,Cnidaria,marine,Anthozoa,Actiniaria
B1NWU6,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0C5G1,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P01529,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0C5G2,Other,,Cnidaria,marine,Anthozoa,Actiniaria
B1NWT3,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0C5G3,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0C5F5,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0C5F6,Other,,Cnidaria,marine,Anthozoa,Actiniaria
B1NWT4,Other,,Cnidaria,marine,Anthozoa,Actiniaria
B1NWT5,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P01530,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0C280,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P01531,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0C7P9,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0CH42,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P82803,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0C7Q0,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P01532,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P86459,Other,,Cnidaria,marine,Anthozoa,Actiniaria
Q76CA3,Other,,Cnidaria,marine,Anthozoa,Actiniaria
D2KX90,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P30831,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P19651,Other,,Cnidaria,marine,Anthozoa,Actiniaria
D2KX92,Other,,Cnidaria,marine,Anthozoa,Actiniaria
B1NWS4,Other,,Cnidaria,marine,Anthozoa,Actiniaria
B1NWS1,Other,,Cnidaria,marine,Anthozoa,Actiniaria
B1NWR6,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P30783,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0CH90,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0CH46,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P30832,Other,,Cnidaria,marine,Anthozoa,Actiniaria
B1NWS8,Other,,Cnidaria,marine,Anthozoa,Actiniaria
A7SCE5,Other,,Cnidaria,marine,Anthozoa,Actiniaria
B1NWR7,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P30784,Other,,Cnidaria,marine,Anthozoa,Actiniaria
B1B5I9,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P30785,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0CH45,Other,,Cnidaria,marine,Anthozoa,Actiniaria
Q76CA0,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0C5G6,Other,,Cnidaria,marine,Anthozoa,Actiniaria
D2KX91,Other,,Cnidaria,marine,Anthozoa,Actiniaria
C0HM42,Other,,Cnidaria,marine,Anthozoa,Actiniaria
Q66S25,Other,,Chordata,marine,Actinopteri,Other
Q66S21,Other,,Chordata,marine,Actinopteri,Other
Q66S17,Other,,Chordata,marine,Actinopteri,Other
Q66S13,Other,,Chordata,marine,Actinopteri,Other
Q66S08,Other,,Chordata,marine,Actinopteri,Other
P0DRC5,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
E3P6S4,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0DV01,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
Q9TWR4,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9TWD3,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
A0A0N9LWM6,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P82656,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
E4VP11,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9Y0X4,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P83239,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P83313,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P83312,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0CF38,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
F1AWB0,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
N0EAL3,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q8N0N8,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P83314,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q5G8B2,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q5VJS9,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q5G8B1,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q5G8B0,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q5G8A9,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
A0A0C4G489,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0C8L3,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P86407,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
A0A0N7FMT9,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
C7C1L2,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
C9X4J0,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
L0GBQ6,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DMI7,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P83240,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
A0A218QWY8,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DRB5,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DL41,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DMI8,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
A0A1D3IXJ5,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DMI9,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DMJ0,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
C5J897,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
C5J888,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
A0A0C4G5K0,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q8MMJ7,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q8MTX2,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DRB6,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q718F4,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DRB7,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q6JQN2,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
A0A1E1WVR9,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
B9UIY3,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
E4VP07,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
C7B247,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DJO3,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DJ02,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
G1FE62,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
C0HL59,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
G8YYA5,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
C0HL58,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
G8YYA6,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
C0HL57,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
I0DEB3,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
I0DEB4,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DJO4,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
L0GCV8,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
L0GCI6,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
L0GAZ8,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
R4JNJ5,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
R4JQZ0,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
R4JJN6,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
S6CWV8,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
S6D3A7,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DME2,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DMF9,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DMG0,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
A0A0A1I6E7,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DME4,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DMF1,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DJ03,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0C8W1,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
D9U2B8,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
I0DEB5,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
C5J886,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q5G8B5,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P86825,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DQT1,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
A0A0A1I6N9,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DME3,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DMF2,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DME6,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0C8W2,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0CI90,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
I0DEB6,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
C5J887,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q5G8B4,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P86826,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DMF8,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DMF3,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DME7,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0CI89,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9GQW4,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q5G8B3,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P86827,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DMF5,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DMF4,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DME8,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P86828,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DMF6,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DME5,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DME9,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DMF7,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DMF0,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
B8XH50,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DX64,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
A0A0C4G4L1,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
F1CJ89,Non-disulfide-bridged peptide (NDBP) superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
H2CYR5,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
L0GCJ6,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0CH57,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0CH58,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0CI94,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0CI95,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P84189,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P84190,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DY04,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0CJ15,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0CJ02,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
D9U2B5,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
A0A059U8Y9,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
F6K5S6,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
D9U2B6,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0CI97,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DXZ9,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DY00,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DY02,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DXZ8,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DY03,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DY01,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
C0HJT2,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
D9U2B7,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0CI96,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0CJ04,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0CI93,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DRH3,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DRH4,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DRH5,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DRH6,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0CJ19,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0CJ06,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0CI91,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0CI92,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
E4VP50,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0CJ16,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9Y0X5,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
C9X4J1,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DL22,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0C8W6,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P59866,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DQU4,Non-disulfide-bridged peptide (NDBP) superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DQS1,Other,fragment,Nemertea,marine,Pilidiophora,Heteronemertea
P0DM24,Other,fragment,Nemertea,marine,Pilidiophora,Heteronemertea
P0DQS2,Other,fragment,Nemertea,marine,Pilidiophora,Heteronemertea
P0DM25,Other,,Nemertea,marine,Pilidiophora,Heteronemertea
P0DQS3,Other,,Nemertea,marine,Pilidiophora,Heteronemertea
P0DQS4,Other,,Nemertea,marine,Pilidiophora,Heteronemertea
P0DQS5,Other,,Nemertea,marine,Pilidiophora,Heteronemertea
P0DQS6,Other,,Nemertea,marine,Pilidiophora,Heteronemertea
P0DQS7,Other,,Nemertea,marine,Pilidiophora,Heteronemertea
P0DQS8,Other,,Nemertea,marine,Pilidiophora,Heteronemertea
P0DQS9,Other,,Nemertea,marine,Pilidiophora,Heteronemertea
P0DQT0,Other,fragment,Nemertea,terrestrial,Pilidiophora,Heteronemertea
A7RJ13,Other,,Cnidaria,marine,Anthozoa,Actiniaria
A7RJ12,Other,,Cnidaria,marine,Anthozoa,Actiniaria
A7RNZ0,Other,,Cnidaria,marine,Anthozoa,Actiniaria
A7SXG9,Other,,Cnidaria,marine,Anthozoa,Actiniaria
W4VS99,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0DM18,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DM19,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DM20,Other,,Mollusca,marine,Gastropoda,Neogastropoda
Q2XXL6,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
A6MFL5,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3HXY0,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q5YF90,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3HXY7,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3HXZ1,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3HXY3,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3HXY9,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3HXX8,Other,,Chordata,terrestrial,Lepidosauria,Squamata
A6MFL6,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3HXX9,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q5YF89,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3HXY6,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3HXZ0,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3HXY2,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3HXY8,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3HXX7,Other,,Chordata,terrestrial,Lepidosauria,Squamata
A6MFL7,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3HXY5,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3HXY1,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3HXX6,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3HXX5,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3HXX4,Other,,Chordata,terrestrial,Lepidosauria,Squamata
B8QCG6,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0DMG7,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q90W38,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P34128,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q9DEZ9,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q1W7Q6,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P30894,Other,,Chordata,terrestrial,Lepidosauria,Squamata
F8RKW5,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P0DMD1,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P25428,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P61898,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P61899,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P01140,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3I5F4,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3HXY4,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q26241,Other,,Arthropoda,terrestrial,Insecta,Hemiptera
Q94733,Other,,Arthropoda,terrestrial,Insecta,Hemiptera
Q6PQK2,Other,,Arthropoda,terrestrial,Insecta,Hemiptera
P0CJ22,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0CJ23,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DP55,Other,,Chordata,marine,Actinopteri,Other
A0A3F2YLP5,Neurotoxin 10 (Hwtx-1) family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DQJ6,Neurotoxin 10 (Hwtx-1) family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DW96,Neurotoxin 10 (Hwtx-1) family,,Arthropoda,terrestrial,Arachnida,Araneae
P0CH55,Neurotoxin 10 (Hwtx-1) family,,Arthropoda,terrestrial,Arachnida,Araneae
