identifier,Protein families,Phylum,has_fragment,has_signal_peptide
P0DMD1,Other,Chordata,yes,yes
P25428,Other,Chordata,no,yes
P61898,Other,Chordata,no,no
P61899,Other,Chordata,no,no
P01140,Other,Chordata,no,no
Q3I5F4,Other,Chordata,no,yes
Q3HXY4,Other,Chordata,no,yes
Q26241,Other,Arthropoda,no,yes
Q94733,Other,Arthropoda,no,yes
Q6PQK2,Other,Arthropoda,no,yes
P0CJ22,Other,Mollusca,no,no
P0CJ23,Other,Mollusca,no,no
P0DP55,Other,Chordata,no,yes
A0A3F2YLP5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0DQJ6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0DW96,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0CH55,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P82601,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
Q75WH5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
P0DP95,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0C201,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
A0A1S4NYE8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0DP98,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P86990,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
Q5WPS9,Other,Arthropoda,no,yes
A0A5J6K6K4,,Cnidaria,no,yes
A0A5J6KCM0,,Cnidaria,no,yes
P0DQR2,,Cnidaria,no,yes
P0DQR3,,Cnidaria,no,yes
P0DQR4,,Cnidaria,no,yes
P83433,Other,Annelida,yes,no
P01526,Other,Nemertea,no,no
P01525,Other,Nemertea,no,no
P0CAR6,,Chordata,yes,no
P0DX65,,Arthropoda,no,no
P0DTX7,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BP86,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BPA3,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BP85,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BPA2,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BP84,Conotoxin O1 superfamily,Mollusca,no,yes
Q9U662,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BPA1,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BP83,Conotoxin O1 superfamily,Mollusca,no,yes
Q9U660,Conotoxin O1 superfamily,Mollusca,no,yes
Q9U656,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BPA0,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BP82,Conotoxin O1 superfamily,Mollusca,no,yes
Q9U657,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BP81,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BP96,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BP80,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BP95,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BP79,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BP94,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BP78,Conotoxin O1 superfamily,Mollusca,no,yes
P0DTY0,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BP93,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BP77,Conotoxin O1 superfamily,Mollusca,no,yes
D2Y495,Conotoxin O1 superfamily,Mollusca,no,yes
Q9XYZ0,Conotoxin O1 superfamily,Mollusca,no,yes
D2Y496,Conotoxin O1 superfamily,Mollusca,no,yes
D2Y4A0,Conotoxin O1 superfamily,Mollusca,yes,no
D2Y4A2,Conotoxin O1 superfamily,Mollusca,yes,no
P0C8V5,Conotoxin O1 superfamily,Mollusca,no,yes
P0CB09,Conotoxin O1 superfamily,Mollusca,no,yes
Q5K0C4,Conotoxin O1 superfamily,Mollusca,no,yes
Q9N6A4,Conotoxin O1 superfamily,Mollusca,yes,yes
Q5K0B8,Conotoxin O1 superfamily,Mollusca,no,yes
P0DW73,Conotoxin O1 superfamily,Mollusca,no,yes
P0C902,Conotoxin O1 superfamily,Mollusca,no,yes
Q2I2R4,Conotoxin O1 superfamily,Mollusca,no,yes
P0DJC6,Conotoxin O1 superfamily,Mollusca,no,yes
Q9XZL4,Conotoxin O1 superfamily,Mollusca,no,yes
Q9U651,Conotoxin O1 superfamily,Mollusca,no,yes
Q5K0C7,Conotoxin O1 superfamily,Mollusca,no,yes
Q5K0D1,Conotoxin O1 superfamily,Mollusca,no,yes
P0DTY2,Conotoxin O1 superfamily,Mollusca,no,yes
P0DTY4,Conotoxin O1 superfamily,Mollusca,no,yes
P0DTY5,Conotoxin O1 superfamily,Mollusca,no,yes
P0DTY9,Conotoxin O1 superfamily,Mollusca,no,yes
P0DTZ0,Conotoxin O1 superfamily,Mollusca,no,yes
P0DTZ1,Conotoxin O1 superfamily,Mollusca,no,yes
Q9XYZ1,Conotoxin O1 superfamily,Mollusca,no,yes
A0A2L2P6T9,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BH84,Conotoxin O1 superfamily,Mollusca,no,yes
P0C8V6,Conotoxin O1 superfamily,Mollusca,no,yes
P0CB10,Conotoxin O1 superfamily,Mollusca,no,yes
P0CY61,Conotoxin O1 superfamily,Mollusca,no,yes
D6C4K9,Conotoxin O1 superfamily,Mollusca,no,yes
Q5K0B9,Conotoxin O1 superfamily,Mollusca,no,yes
Q3YEG6,Conotoxin O1 superfamily,Mollusca,no,yes
Q2I2R3,Conotoxin O1 superfamily,Mollusca,no,yes
Q3YEE3,Conotoxin O1 superfamily,Mollusca,no,yes
P0DJC7,Conotoxin O1 superfamily,Mollusca,no,yes
Q5K0D8,Conotoxin O1 superfamily,Mollusca,no,yes
P0DW77,Conotoxin O1 superfamily,Mollusca,no,yes
Q9U650,Conotoxin O1 superfamily,Mollusca,no,yes
P0DW74,Conotoxin O1 superfamily,Mollusca,no,yes
Q5K0C9,Conotoxin O1 superfamily,Mollusca,no,yes
P0DTZ3,Conotoxin O1 superfamily,Mollusca,no,yes
Q9U644,Conotoxin O1 superfamily,Mollusca,no,yes
P0DTZ4,Conotoxin O1 superfamily,Mollusca,no,yes
Q3YED5,Conotoxin O1 superfamily,Mollusca,no,yes
P0DTZ5,Conotoxin O1 superfamily,Mollusca,no,yes
P0DTZ6,Conotoxin O1 superfamily,Mollusca,no,yes
Q3YEF1,Conotoxin O1 superfamily,Mollusca,no,yes
P0DTZ7,Conotoxin O1 superfamily,Mollusca,no,yes
P0DUA0,Conotoxin O1 superfamily,Mollusca,no,yes
P0DJB2,,Mollusca,no,no
A0A3G3C7S6,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BP99,Conotoxin O1 superfamily,Mollusca,no,yes
P0C8V7,Conotoxin O1 superfamily,Mollusca,no,yes
P0CB11,Conotoxin O1 superfamily,Mollusca,no,yes
P0CY62,Conotoxin O1 superfamily,Mollusca,no,yes
Q5K0C0,Conotoxin O1 superfamily,Mollusca,no,yes
P0C904,Conotoxin O1 superfamily,Mollusca,no,yes
Q2I2R2,Conotoxin O1 superfamily,Mollusca,no,yes
Q3YED1,Conotoxin O1 superfamily,Mollusca,no,yes
Q5K0D7,Conotoxin O1 superfamily,Mollusca,no,yes
P0DW78,Conotoxin O1 superfamily,Mollusca,no,yes
Q9XZL0,Conotoxin O1 superfamily,Mollusca,no,yes
P69760,Conotoxin O1 superfamily,Mollusca,no,yes
Q5K0C5,Conotoxin O1 superfamily,Mollusca,no,yes
Q3YEG4,Conotoxin O1 superfamily,Mollusca,no,yes
Q3YEG3,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BP97,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BP98,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BP92,Conotoxin O1 superfamily,Mollusca,no,yes
P0C8V8,Conotoxin O1 superfamily,Mollusca,no,yes
M9PQ91,Conotoxin O1 superfamily,Mollusca,no,yes
P0CY63,Conotoxin O1 superfamily,Mollusca,no,yes
D5KR58,Conotoxin O1 superfamily,Mollusca,no,yes
P0C905,Conotoxin O1 superfamily,Mollusca,no,yes
Q2I2R1,Conotoxin O1 superfamily,Mollusca,no,yes
Q3YEE1,Conotoxin O1 superfamily,Mollusca,no,yes
Q9XZK3,Conotoxin O1 superfamily,Mollusca,no,yes
Q9XZL1,Conotoxin O1 superfamily,Mollusca,no,yes
P69761,Conotoxin O1 superfamily,Mollusca,no,yes
P0DW75,Conotoxin O1 superfamily,Mollusca,no,yes
A0A3G3C7U7,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BP91,Conotoxin O1 superfamily,Mollusca,no,yes
P0C8V9,Conotoxin O1 superfamily,Mollusca,no,yes
Q3YEG7,Conotoxin O1 superfamily,Mollusca,no,yes
P0CY64,Conotoxin O1 superfamily,Mollusca,no,yes
D6C4L2,Conotoxin O1 superfamily,Mollusca,no,yes
Q5K0C1,Conotoxin O1 superfamily,Mollusca,no,yes
Q3YEE6,Conotoxin O1 superfamily,Mollusca,no,yes
Q2I2R0,Conotoxin O1 superfamily,Mollusca,no,yes
Q3YEE5,Conotoxin O1 superfamily,Mollusca,no,yes
Q9XZK4,Conotoxin O1 superfamily,Mollusca,no,yes
Q9XZL2,Conotoxin O1 superfamily,Mollusca,no,yes
Q3YEF3,Conotoxin O1 superfamily,Mollusca,no,yes
D6C4L3,Conotoxin O1 superfamily,Mollusca,no,yes
D6C4L4,Conotoxin O1 superfamily,Mollusca,no,yes
P60179,Conotoxin O1 superfamily,Mollusca,no,no
Q9BP90,Conotoxin O1 superfamily,Mollusca,no,yes
P0CY65,Conotoxin O1 superfamily,Mollusca,no,yes
Q5K0C2,Conotoxin O1 superfamily,Mollusca,no,yes
P0C831,Conotoxin O1 superfamily,Mollusca,no,yes
P69763,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BP89,Conotoxin O1 superfamily,Mollusca,no,yes
D6C4L5,Conotoxin O1 superfamily,Mollusca,no,yes
Q3YED6,Conotoxin O1 superfamily,Mollusca,no,yes
P0C832,Conotoxin O1 superfamily,Mollusca,yes,no
Q9BP88,Conotoxin O1 superfamily,Mollusca,no,yes
P0CY66,Conotoxin O1 superfamily,Mollusca,yes,yes
D6C4L6,Conotoxin O1 superfamily,Mollusca,no,yes
B2KJ30,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BPA5,Conotoxin O1 superfamily,Mollusca,no,yes
Q5K0C8,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BP87,Conotoxin O1 superfamily,Mollusca,no,yes
P0CY67,Conotoxin O1 superfamily,Mollusca,yes,yes
D6C4L7,Conotoxin O1 superfamily,Mollusca,no,yes
Q9N669,Conotoxin O1 superfamily,Mollusca,yes,yes
Q3YEE4,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BPA4,Conotoxin O1 superfamily,Mollusca,no,yes
P0DW76,Conotoxin O1 superfamily,Mollusca,no,yes
Q9XZL5,Conotoxin O1 superfamily,Mollusca,no,yes
Q9TVY1,Conotoxin O1 superfamily,Mollusca,yes,yes
A0A3G6IHA6,Conotoxin O1 superfamily,Mollusca,yes,no
P69748,Conotoxin O1 superfamily,Mollusca,no,yes
P69749,Conotoxin O1 superfamily,Mollusca,no,yes
D6C4K0,Conotoxin O1 superfamily,Mollusca,no,yes
P69750,Conotoxin O1 superfamily,Mollusca,no,yes
P58917,Conotoxin O1 superfamily,Mollusca,no,yes
A0A0F6QDA5,Conotoxin O1 superfamily,Mollusca,yes,no
P0DW83,Conotoxin O1 superfamily,Mollusca,yes,no
P01522,Conotoxin O1 superfamily,Mollusca,no,yes
Q9TWM7,Conotoxin O1 superfamily,Mollusca,no,yes
P0DOZ0,,Mollusca,no,no
Q9TVN1,Conotoxin O1 superfamily,Mollusca,yes,yes
P69753,Conotoxin O1 superfamily,Mollusca,no,yes
A0A384E129,Conotoxin O1 superfamily,Mollusca,no,yes
P56708,Conotoxin O1 superfamily,Mollusca,no,yes
P56710,Conotoxin O1 superfamily,Mollusca,no,no
P56712,Conotoxin O1 superfamily,Mollusca,no,yes
P58913,Conotoxin O1 superfamily,Mollusca,no,yes
P58914,Conotoxin O1 superfamily,Mollusca,no,no
P0DL67,Conotoxin O1 superfamily,Mollusca,no,no
P69757,Conotoxin O1 superfamily,Mollusca,no,yes
P28880,Conotoxin O1 superfamily,Mollusca,no,yes
P18511,Conotoxin O1 superfamily,Mollusca,no,yes
P0DL66,Conotoxin O1 superfamily,Mollusca,no,no
P58915,Conotoxin O1 superfamily,Mollusca,no,no
P69758,Conotoxin O1 superfamily,Mollusca,no,yes
Q86RA3,Conotoxin O1 superfamily,Mollusca,no,yes
Q9UA83,Conotoxin O1 superfamily,Mollusca,yes,yes
D2Y492,Conotoxin O1 superfamily,Mollusca,no,yes
P0CC13,Conotoxin O1 superfamily,Mollusca,no,no
P58918,Conotoxin O1 superfamily,Mollusca,no,no
P69752,Conotoxin O1 superfamily,Mollusca,no,no
Q9TW08,Conotoxin O1 superfamily,Mollusca,yes,yes
P69754,Conotoxin O1 superfamily,Mollusca,no,yes
Q26443,Conotoxin O1 superfamily,Mollusca,no,yes
P0DMA2,Conotoxin O1 superfamily,Mollusca,no,no
P56713,Conotoxin O1 superfamily,Mollusca,no,yes
P28881,Conotoxin O1 superfamily,Mollusca,no,yes
P24159,Conotoxin O1 superfamily,Mollusca,no,no
P69759,Conotoxin O1 superfamily,Mollusca,no,yes
Q8IS41,Conotoxin O1 superfamily,Mollusca,no,yes
Q7Z027,Conotoxin O1 superfamily,Mollusca,no,yes
Q9TVU1,Conotoxin O1 superfamily,Mollusca,yes,yes
P0CY70,Conotoxin O1 superfamily,Mollusca,yes,yes
D2Y497,Conotoxin O1 superfamily,Mollusca,yes,no
P0CC14,Conotoxin O1 superfamily,Mollusca,no,no
P58919,Conotoxin O1 superfamily,Mollusca,no,no
Q9TVF7,Conotoxin O1 superfamily,Mollusca,yes,yes
P69755,Conotoxin O1 superfamily,Mollusca,no,yes
P0CH19,,Mollusca,no,no
Q5K0D6,Conotoxin O1 superfamily,Mollusca,no,yes
P69762,Conotoxin O1 superfamily,Mollusca,no,yes
Q5K0D0,Conotoxin O1 superfamily,Mollusca,no,yes
P69751,Conotoxin O1 superfamily,Mollusca,no,yes
Q9UA91,Conotoxin O1 superfamily,Mollusca,yes,yes
D2Y498,Conotoxin O1 superfamily,Mollusca,yes,no
P0CC15,Conotoxin O1 superfamily,Mollusca,no,no
P58920,Conotoxin O1 superfamily,Mollusca,no,yes
Q9TVF6,Conotoxin O1 superfamily,Mollusca,yes,yes
P69756,Conotoxin O1 superfamily,Mollusca,no,no
P0CH20,,Mollusca,no,no
Q7Z028,Conotoxin O1 superfamily,Mollusca,no,yes
C7T183,Conotoxin O1 superfamily,Mollusca,yes,yes
C7T1P5,Conotoxin O1 superfamily,Mollusca,yes,yes
Q9UA85,Conotoxin O1 superfamily,Mollusca,yes,yes
P0CY72,Conotoxin O1 superfamily,Mollusca,yes,yes
D2Y499,Conotoxin O1 superfamily,Mollusca,no,yes
Q9N633,Conotoxin O1 superfamily,Mollusca,yes,yes
Q9XZK5,Conotoxin O1 superfamily,Mollusca,no,yes
Q9TVK3,Conotoxin O1 superfamily,Mollusca,yes,yes
P0DQD4,Conotoxin O1 superfamily,Mollusca,no,no
C7T1P4,Conotoxin O1 superfamily,Mollusca,yes,no
Q5K0D5,Conotoxin O1 superfamily,Mollusca,no,yes
Q9TVX4,Conotoxin O1 superfamily,Mollusca,yes,yes
D2Y4A1,Conotoxin O1 superfamily,Mollusca,yes,no
C7T1P3,Conotoxin O1 superfamily,Mollusca,yes,no
Q9UA95,Conotoxin O1 superfamily,Mollusca,yes,yes
Q3YEE2,Conotoxin O1 superfamily,Mollusca,no,yes
C7T1P2,Conotoxin O1 superfamily,Mollusca,yes,no
Q9TVR4,Conotoxin O1 superfamily,Mollusca,yes,yes
C7T1P1,Conotoxin O1 superfamily,Mollusca,yes,no
Q9UA93,Conotoxin O1 superfamily,Mollusca,yes,yes
C7T188,Conotoxin O1 superfamily,Mollusca,yes,yes
Q9U655,Conotoxin O1 superfamily,Mollusca,no,yes
P18512,Conotoxin O1 superfamily,Mollusca,no,yes
Q9UA71,Conotoxin O1 superfamily,Mollusca,yes,yes
C7T187,Conotoxin O1 superfamily,Mollusca,yes,yes
Q9U659,Conotoxin O1 superfamily,Mollusca,no,yes
Q9U654,Conotoxin O1 superfamily,Mollusca,no,yes
Q3YED8,Conotoxin O1 superfamily,Mollusca,no,yes
Q5K0D3,Conotoxin O1 superfamily,Mollusca,no,yes
Q9UA86,Conotoxin O1 superfamily,Mollusca,yes,yes
C7T186,Conotoxin O1 superfamily,Mollusca,yes,yes
Q9U645,Conotoxin O1 superfamily,Mollusca,no,yes
Q9UA72,Conotoxin O1 superfamily,Mollusca,yes,yes
C7T184,Conotoxin O1 superfamily,Mollusca,yes,yes
Q9U648,Conotoxin O1 superfamily,Mollusca,no,yes
Q9TVQ6,Conotoxin O1 superfamily,Mollusca,yes,yes
Q9XZK9,Conotoxin O1 superfamily,Mollusca,no,yes
Q9XZK2,Conotoxin O1 superfamily,Mollusca,no,yes
Q9XZL3,Conotoxin O1 superfamily,Mollusca,no,yes
Q9TVQ7,Conotoxin O1 superfamily,Mollusca,yes,yes
P0C833,Conotoxin O1 superfamily,Mollusca,no,yes
P0C903,Conotoxin O1 superfamily,Mollusca,no,yes
P0CY60,Conotoxin O1 superfamily,Mollusca,no,yes
P0CY68,Conotoxin O1 superfamily,Mollusca,yes,no
P0C1C8,Conotoxin O1 superfamily,Mollusca,no,no
P0C1C9,Conotoxin O1 superfamily,Mollusca,no,no
P05484,Conotoxin O1 superfamily,Mollusca,no,yes
P56633,Conotoxin O1 superfamily,Mollusca,no,yes
P0CY69,Conotoxin O1 superfamily,Mollusca,yes,yes
Q9UAB2,Conotoxin O1 superfamily,Mollusca,yes,yes
P05485,Conotoxin O1 superfamily,Mollusca,no,no
P37300,Conotoxin O1 superfamily,Mollusca,yes,no
P0CY71,Conotoxin O1 superfamily,Mollusca,yes,yes
Q26350,Conotoxin O1 superfamily,Mollusca,yes,no
P58916,Conotoxin O1 superfamily,Mollusca,no,no
X5IWS1,Conotoxin O1 superfamily,Mollusca,no,yes
P56714,Conotoxin O1 superfamily,Mollusca,no,yes
Q9U647,Conotoxin O1 superfamily,Mollusca,no,yes
Q5K0D2,Conotoxin O1 superfamily,Mollusca,no,yes
P0DTX2,Conotoxin O1 superfamily,Mollusca,no,yes
P0DTX3,Conotoxin O1 superfamily,Mollusca,no,yes
P0DTX4,Conotoxin O1 superfamily,Mollusca,no,yes
P18513,Conotoxin O1 superfamily,Mollusca,no,yes
A0A2I4QAG8,Conotoxin O1 superfamily,Mollusca,no,yes
Q9XZK8,Conotoxin O1 superfamily,Mollusca,no,yes
Q9BPB1,Other,Mollusca,no,yes
P0CJ21,Other,Mollusca,no,yes
Q9BPB2,Other,Mollusca,no,yes
Q9BPB4,Other,Mollusca,no,yes
Q3YEG0,Other,Mollusca,no,yes
Q9BPB7,Other,Mollusca,no,yes
A0A2L2P6T1,Other,Mollusca,no,yes
Q3YEF4,Other,Mollusca,no,yes
Q9BHB7,Other,Mollusca,no,yes
Q9BPD0,Other,Mollusca,no,yes
A0A125S9F2,Other,Mollusca,no,yes
Q9BPC1,Other,Mollusca,no,yes
Q9BPC9,Other,Mollusca,no,yes
Q9BPB9,Other,Mollusca,no,yes
Q9BPC7,Other,Mollusca,no,yes
Q3YEF9,Other,Mollusca,no,yes
Q9BPC6,Other,Mollusca,no,yes
Q3YEF7,Other,Mollusca,no,yes
Q9BPB0,Other,Mollusca,no,yes
Q3YEF8,Other,Mollusca,no,yes
Q9BPC5,Other,Mollusca,no,yes
Q9BPC4,Other,Mollusca,no,yes
A0A3G3C7V6,Other,Mollusca,no,yes
Q9BPC2,Other,Mollusca,no,yes
G1AS73,Other,Mollusca,no,yes
Q9BPC3,Other,Mollusca,no,yes
Q9BPA7,Other,Mollusca,no,yes
G1AS74,Other,Mollusca,no,yes
A0A125S9F3,Other,Mollusca,no,yes
Q9BPA6,Other,Mollusca,no,yes
G1AS75,Other,Mollusca,no,yes
G1AS76,Other,Mollusca,no,yes
P0C834,Other,Mollusca,no,yes
G1AS77,Other,Mollusca,no,yes
G1AS78,Other,Mollusca,no,yes
G1AS79,Other,Mollusca,no,yes
G1AS80,Other,Mollusca,no,yes
G1AS81,Other,Mollusca,no,yes
P58922,Other,Mollusca,no,yes
G1AS82,Other,Mollusca,no,yes
G1AS83,Other,Mollusca,no,yes
Q9BHA0,Other,Mollusca,no,yes
Q9BPC8,Other,Mollusca,no,yes
Q9BPC0,Other,Mollusca,yes,yes
Q9BPA9,Other,Mollusca,no,yes
Q2I2Q9,Other,Mollusca,no,yes
P56711,Other,Mollusca,no,yes
P0DOW6,Other,Mollusca,no,no
P0C1M8,Other,Mollusca,yes,no
P24160,Other,Mollusca,no,yes
W4VSF6,Other,Mollusca,no,yes
Q9BP64,Other,Mollusca,no,yes
Q9BP63,Other,Mollusca,no,yes
Q9BP62,Other,Mollusca,no,yes
Q9BP72,Other,Mollusca,no,yes
Q9BP61,Other,Mollusca,no,yes
Q9BP71,Other,Mollusca,no,yes
Q9BP58,Other,Mollusca,no,yes
Q9BP70,Other,Mollusca,no,yes
Q9BP59,Other,Mollusca,no,yes
Q9BP67,Other,Mollusca,no,yes
Q9BP66,Other,Mollusca,no,yes
Q9BP65,Other,Mollusca,no,yes
Q9BP68,Other,Mollusca,no,yes
Q9BP50,Other,Mollusca,yes,no
Q9BP76,Other,Mollusca,no,yes
Q9BP75,Other,Mollusca,no,yes
Q9BP74,Other,Mollusca,no,yes
Q9BP73,Other,Mollusca,no,yes
Q9BP60,Other,Mollusca,no,yes
Q9BP69,Other,Mollusca,no,yes
Q3YED3,Other,Mollusca,no,yes
Q3YEF0,Other,Mollusca,no,yes
H9KQJ7,,Arthropoda,no,yes
P85159,Other,Chordata,no,no
P0CD70,Other,Arthropoda,no,no
P0DP96,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
Q6TGQ9,Other,Chordata,yes,yes
P86535,Other,Chordata,yes,no
P0DV78,Other,Chordata,yes,no
F8S0Z5,Other,Chordata,no,yes
P0DI90,Other,Chordata,yes,no
P0DI85,Other,Chordata,yes,no
X2JCV5,Other,Chordata,no,yes
P0DQH9,Other,Chordata,yes,no
P0CC16,Other,Chordata,yes,no
P86163,Other,Mollusca,yes,no
Q6T627,Other,Chordata,yes,no
P0DI86,Other,Chordata,yes,no
P0CC17,Other,Chordata,no,yes
P0DMG8,Other,Chordata,yes,no
P0DMG9,Other,Chordata,yes,no
P0DI87,Other,Chordata,yes,no
P0DI88,Other,Chordata,yes,no
P0DI89,Other,Chordata,yes,no
P0CJ40,Other,Chordata,yes,no
Q6TGQ8,Other,Chordata,no,yes
B3EWI9,Other,Chordata,yes,no
B5AR80,Other,Chordata,yes,yes
X2L4E2,Other,Chordata,yes,yes
P0C2D1,Other,Chordata,yes,no
A0A024BTN9,Other,Chordata,yes,yes
A8QL52,Other,Chordata,no,yes
A8QL51,Other,Chordata,no,yes
P81382,Other,Chordata,no,yes
O93364,Other,Chordata,no,yes
P56742,Other,Chordata,no,yes
P0C2D2,Other,Chordata,yes,no
K9N7B7,Other,Chordata,yes,yes
C0HJE7,Other,Chordata,no,yes
G8XQX1,Other,Chordata,no,yes
Q4F867,Other,Chordata,yes,no
A6MFL0,Other,Chordata,no,yes
B5U6Y8,Other,Chordata,no,yes
P0C2D3,Other,Chordata,yes,no
Q90W54,Other,Chordata,no,yes
Q6STF1,Other,Chordata,no,yes
J7H670,Other,Chordata,no,yes
P81375,Other,Chordata,yes,no
A0A2U8QPE6,Other,Chordata,no,yes
A8QL58,Other,Chordata,yes,yes
P0C2D4,Other,Chordata,yes,no
P0DI91,Other,Chordata,yes,no
Q4JHE2,Other,Chordata,no,yes
P81383,Other,Chordata,no,yes
Q4JHE3,Other,Chordata,no,yes
P0C2D5,Other,Chordata,yes,no
P0C2D6,Other,Chordata,yes,no
Q4JHE1,Other,Chordata,no,yes
B0VXW0,Other,Chordata,no,yes
P0DPS2,Other,Chordata,yes,no
Q6WP39,Other,Chordata,no,yes
P0DI84,Other,Chordata,no,no
P0C2D7,Other,Chordata,yes,no
P0C8W7,,Arthropoda,yes,no
P0C8W8,,Arthropoda,yes,no
P0C8W9,,Arthropoda,yes,no
P0C8X0,,Arthropoda,yes,no
P0C8X1,,Arthropoda,yes,no
Q06478,Other,Arthropoda,yes,yes
Q6Q252,Other,Arthropoda,no,yes
P0DMB4,Other,Arthropoda,no,yes
P0DMB6,Other,Arthropoda,yes,no
P0DMB7,Other,Arthropoda,yes,no
P0DMB8,Other,Arthropoda,yes,no
P53357,Other,Arthropoda,no,no
Q6Q251,Other,Arthropoda,yes,yes
P0DMB5,Other,Arthropoda,no,yes
Q6Q250,Other,Arthropoda,yes,yes
Q6Q249,Other,Arthropoda,yes,yes
P0DSI2,Other,Arthropoda,no,yes
Q9U6W0,Other,Arthropoda,no,no
P83542,Other,Arthropoda,yes,no
A2VBC4,Other,Arthropoda,no,yes
Q68KK0,Other,Arthropoda,no,yes
A0A0M3KKW3,Other,Arthropoda,no,no
P0CH87,Other,Arthropoda,no,no
Q3ZU95,Other,Arthropoda,no,no
P51528,Other,Arthropoda,no,no
P0CH47,Other,Arthropoda,no,yes
P0CH86,Other,Arthropoda,no,no
C0HLL3,Other,Arthropoda,no,no
P49369,Other,Arthropoda,no,yes
F8J2D0,Phospholipase A2 family,Chordata,no,yes
Q3C2C2,Phospholipase A2 family,Echinodermata,no,yes
P85062,Phospholipase A2 family,Chordata,yes,no
A0A411EZW9,Phospholipase A2 family,Chordata,no,yes
P0DUN2,Phospholipase A2 family,Chordata,no,no
P24644,Phospholipase A2 family,Chordata,yes,no
P0DQP6,Phospholipase A2 family,Chordata,yes,no
P86529,Phospholipase A2 family,Chordata,yes,no
P21790,Phospholipase A2 family,Chordata,yes,no
P25072,Phospholipase A2 family,Chordata,yes,no
P86119,,Arthropoda,yes,no
Q4VRI5,Phospholipase A2 family,Chordata,no,yes
P0DPT7,Phospholipase A2 family,Arthropoda,no,yes
F8J2D2,Phospholipase A2 family,Chordata,no,yes
F5CPF0,Phospholipase A2 family,Chordata,no,yes
Q3C2C1,Phospholipase A2 family,Echinodermata,no,yes
P85060,Phospholipase A2 family,Chordata,yes,no
P0DUN1,Phospholipase A2 family,Chordata,no,no
P24645,Phospholipase A2 family,Chordata,yes,no
P0C933,Phospholipase A2 family,Chordata,yes,no
P21791,Phospholipase A2 family,Chordata,yes,no
P86120,Phospholipase A2 family,Arthropoda,yes,no
Q45Z47,Phospholipase A2 family,Chordata,no,yes
P0DPT8,Phospholipase A2 family,Arthropoda,yes,no
F5CPF1,Phospholipase A2 family,Chordata,no,yes
P85061,Phospholipase A2 family,Chordata,yes,no
P0DUN0,Phospholipase A2 family,Chordata,yes,no
P0DMK1,Phospholipase A2 family,Chordata,yes,no
P0CV89,Phospholipase A2 family,Chordata,yes,no
P16354,Phospholipase A2 family,Chordata,no,no
P21792,Phospholipase A2 family,Chordata,yes,no
P86542,Phospholipase A2 family,Chordata,yes,no
P0DPT9,Phospholipase A2 family,Arthropoda,no,yes
Q9PRG0,Phospholipase A2 family,Chordata,no,yes
P0DUN3,Phospholipase A2 family,Chordata,yes,no
C0HJU3,Phospholipase A2 family,Chordata,yes,no
C9DPL5,Phospholipase A2 family,Chordata,no,no
Q75S48,Phospholipase A2 family,Chordata,no,yes
Q6SLM2,Phospholipase A2 family,Chordata,yes,yes
Q7T2Q5,Phospholipase A2 family,Chordata,no,yes
P0CAR9,Phospholipase A2 family,Chordata,no,yes
